customer_id,month,session_count
CUST00015,6,3
CUST00015,7,5
CUST00015,8,7
CUST00015,9,3
CUST00015,10,3
CUST00015,11,4
CUST00015,12,0
CUST00016,1,27
CUST00016,2,25
CUST00016,3,53
CUST00016,4,23
CUST00016,5,10
CUST00016,6,23
CUST00016,7,15
CUST00016,8,33
CUST00016,9,23
CUST00016,10,50
CUST00016,11,10
CUST00016,12,11
CUST00017,1,9
CUST00017,2,12
CUST00017,3,13
CUST00017,4,9
CUST00017,5,6
CUST00017,6,6
CUST00017,7,15
CUST00017,8,13
CUST00017,9,13
CUST00017,10,7
CUST00017,11,5
CUST00017,12,9
CUST00018,1,12
CUST00018,2,6
CUST00018,3,16
CUST00018,4,11
CUST00018,5,11
CUST00018,6,8
CUST00018,7,7
CUST00018,8,7
CUST00018,9,12
CUST00018,10,5
CUST00018,11,12
CUST00018,12,23
CUST00019,1,9
CUST00019,2,8
CUST00019,3,6
CUST00019,4,10
CUST00019,5,13
CUST00019,6,11
CUST00019,7,8
CUST00019,8,10
CUST00019,9,3
CUST00019,10,8
CUST00019,11,8
CUST00019,12,12
CUST00020,1,3
CUST00020,2,9
CUST00020,3,6
CUST00020,4,9
CUST00020,5,6
CUST00020,6,10
CUST00020,7,3
CUST00020,8,15
CUST00020,9,13
CUST00020,10,14
CUST00020,11,18
CUST00020,12,12
CUST00021,1,2
CUST00021,2,9
CUST00021,3,16
CUST00021,4,8
CUST00021,5,6
CUST00021,6,3
CUST00021,7,6
CUST00021,8,7
CUST00021,9,5
CUST00021,10,4
CUST00021,11,2
CUST00021,12,5
CUST00022,1,5
CUST00022,2,12
CUST00022,3,9
CUST00022,4,6
CUST00022,5,6
CUST00022,6,9
CUST00022,7,5
CUST00022,8,5
CUST00022,9,4
CUST00022,10,4
CUST00022,11,13
CUST00022,12,11
CUST00023,1,0
CUST00023,2,4
CUST00023,3,7
CUST00023,4,4
CUST00023,5,6
CUST00023,6,7
CUST00023,7,2
CUST00023,8,8
CUST00023,9,4
CUST00023,10,4
CUST00023,11,1
CUST00023,12,13
CUST00024,1,10
CUST00024,2,17
CUST00024,3,4
CUST00024,4,17
CUST00024,5,10
CUST00024,6,11
CUST00024,7,14
CUST00024,8,7
CUST00024,9,15
CUST00024,10,15
CUST00024,11,11
CUST00024,12,15
CUST00025,1,13
CUST00025,2,6
CUST00025,3,9
CUST00025,4,17
CUST00025,5,15
CUST00025,6,11
CUST00025,7,13
CUST00025,8,9
CUST00025,9,10
CUST00025,10,20
CUST00025,11,22
CUST00025,12,18
CUST00026,1,15
CUST00026,2,3
CUST00026,3,17
CUST00026,4,14
CUST00026,5,11
CUST00026,6,11
CUST00026,7,17
CUST00026,8,17
CUST00026,9,19
CUST00026,10,13
CUST00026,11,9
CUST00026,12,17
CUST00027,1,8
CUST00027,2,3
CUST00027,3,5
CUST00027,4,4
CUST00027,5,5
CUST00027,6,14
CUST00027,7,6
CUST00027,8,5
CUST00027,9,7
CUST00027,10,2
CUST00027,11,8
CUST00027,12,8
CUST00028,1,5
CUST00028,2,18
CUST00028,3,12
CUST00028,4,9
CUST00028,5,10
CUST00028,6,7
CUST00028,7,3
CUST00028,8,3
CUST00028,9,8
CUST00028,10,18
CUST00028,11,8
CUST00028,12,5
CUST00029,1,14
CUST00029,2,12
CUST00029,3,21
CUST00029,4,20
CUST00029,5,29
CUST00029,6,1
CUST00029,7,9
CUST00029,8,22
CUST00029,9,13
CUST00029,10,8
CUST00029,11,11
CUST00029,12,18
CUST00030,1,5
CUST00030,2,16
CUST00030,3,7
CUST00030,4,9
CUST00030,5,19
CUST00030,6,9
CUST00030,7,15
CUST00030,8,15
CUST00030,9,11
CUST00030,10,19
CUST00030,11,6
CUST00030,12,8
CUST00031,1,14
CUST00031,2,19
CUST00031,3,15
CUST00031,4,15
CUST00031,5,20
CUST00031,6,10
CUST00031,7,8
CUST00031,8,19
CUST00031,9,11
CUST00031,10,8
CUST00031,11,3
CUST00031,12,10
CUST00032,1,7
CUST00032,2,18
CUST00032,3,3
CUST00032,4,11
CUST00032,5,6
CUST00032,6,1
CUST00032,7,2
CUST00032,8,4
CUST00032,9,8
CUST00032,10,7
CUST00032,11,8
CUST00032,12,1
CUST00033,1,6
CUST00033,2,5
CUST00033,3,2
CUST00033,4,8
CUST00033,5,7
CUST00033,6,8
CUST00033,7,3
CUST00033,8,7
CUST00033,9,7
CUST00033,10,2
CUST00033,11,9
CUST00033,12,4
CUST00034,1,8
CUST00034,2,11
CUST00034,3,4
CUST00034,4,6
CUST00034,5,9
CUST00034,6,6
CUST00034,7,6
CUST00034,8,3
CUST00034,9,4
CUST00034,10,7
CUST00034,11,4
CUST00034,12,5
CUST00035,1,14
CUST00035,2,6
CUST00035,3,3
CUST00035,4,9
CUST00035,5,7
CUST00035,6,8
CUST00035,7,4
CUST00035,8,15
CUST00035,9,7
CUST00035,10,6
CUST00035,11,7
CUST00035,12,11
CUST00036,1,7
CUST00036,2,13
CUST00036,3,21
CUST00036,4,8
CUST00036,5,5
CUST00036,6,8
CUST00036,7,13
CUST00036,8,21
CUST00036,9,6
CUST00036,10,9
CUST00036,11,13
CUST00036,12,23
CUST00037,1,47
CUST00037,2,23
CUST00037,3,42
CUST00037,4,24
CUST00037,5,33
CUST00037,6,34
CUST00037,7,38
CUST00037,8,11
CUST00037,9,18
CUST00037,10,27
CUST00037,11,15
CUST00037,12,26
CUST00038,1,1
CUST00038,2,7
CUST00038,3,3
CUST00038,4,1
CUST00038,5,1
CUST00038,6,9
CUST00038,7,2
CUST00038,8,1
CUST00038,9,4
CUST00038,10,2
CUST00038,11,2
CUST00038,12,1
CUST00039,1,20
CUST00039,2,15
CUST00039,3,18
CUST00039,4,9
CUST00039,5,9
CUST00039,6,2
CUST00039,7,15
CUST00039,8,14
CUST00039,9,13
CUST00039,10,15
CUST00039,11,18
CUST00039,12,16
CUST00040,1,23
CUST00040,2,32
CUST00040,3,23
CUST00040,4,30
CUST00040,5,33
CUST00040,6,40
CUST00040,7,14
CUST00040,8,24
CUST00040,9,32
CUST00040,10,17
CUST00040,11,14
CUST00040,12,51
CUST00041,1,8
CUST00041,2,6
CUST00041,3,4
CUST00041,4,7
CUST00041,5,2
CUST00041,6,6
CUST00041,7,1
CUST00041,8,5
CUST00041,9,11
CUST00041,10,7
CUST00041,11,2
CUST00041,12,4
CUST00042,1,5
CUST00042,2,4
CUST00042,3,10
CUST00042,4,16
CUST00042,5,14
CUST00042,6,6
CUST00042,7,2
CUST00042,8,19
CUST00042,9,14
CUST00042,10,8
CUST00042,11,4
CUST00042,12,5
CUST00043,1,1
CUST00043,2,14
CUST00043,3,7
CUST00043,4,3
CUST00043,5,7
CUST00043,6,1
CUST00043,7,7
CUST00043,8,7
CUST00043,9,7
CUST00043,10,4
CUST00043,11,7
CUST00043,12,7
CUST00044,1,48
CUST00044,2,37
CUST00044,3,9
CUST00044,4,22
CUST00044,5,25
CUST00044,6,23
CUST00044,7,9
CUST00044,8,34
CUST00044,9,41
CUST00044,10,29
CUST00044,11,44
CUST00044,12,33
CUST00045,1,16
CUST00045,2,3
CUST00045,3,5
CUST00045,4,11
CUST00045,5,7
CUST00045,6,6
CUST00045,7,3
CUST00045,8,5
CUST00045,9,6
CUST00045,10,3
CUST00045,11,6
CUST00045,12,7
CUST00046,1,10
CUST00046,2,7
CUST00046,3,13
CUST00046,4,4
CUST00046,5,19
CUST00046,6,12
CUST00046,7,14
CUST00046,8,6
CUST00046,9,11
CUST00046,10,9
CUST00046,11,8
CUST00046,12,19
CUST00047,1,13
CUST00047,2,20
CUST00047,3,19
CUST00047,4,20
CUST00047,5,14
CUST00047,6,15
CUST00047,7,12
CUST00047,8,14
CUST00047,9,19
CUST00047,10,15
CUST00047,11,20
CUST00047,12,15
CUST00048,1,9
CUST00048,2,4
CUST00048,3,5
CUST00048,4,7
CUST00048,5,8
CUST00048,6,1
CUST00048,7,11
CUST00048,8,5
CUST00048,9,9
CUST00048,10,11
CUST00048,11,3
CUST00048,12,12
CUST00049,1,5
CUST00049,2,7
CUST00049,3,15
CUST00049,4,14
CUST00049,5,6
CUST00049,6,9
CUST00049,7,20
CUST00049,8,7
CUST00049,9,18
CUST00049,10,13
CUST00049,11,7
CUST00049,12,24
CUST00050,1,9
CUST00050,2,31
CUST00050,3,27
CUST00050,4,28
CUST00050,5,19
CUST00050,6,21
CUST00050,7,13
CUST00050,8,35
CUST00050,9,27
CUST00050,10,32
CUST00050,11,20
CUST00050,12,28
CUST00051,1,27
CUST00051,2,13
CUST00051,3,10
CUST00051,4,5
CUST00051,5,23
CUST00051,6,27
CUST00051,7,9
CUST00051,8,12
CUST00051,9,8
CUST00051,10,21
CUST00051,11,12
CUST00051,12,15
CUST00052,1,15
CUST00052,2,3
CUST00052,3,9
CUST00052,4,6
CUST00052,5,5
CUST00052,6,10
CUST00052,7,5
CUST00052,8,14
CUST00052,9,5
CUST00052,10,16
CUST00052,11,6
CUST00052,12,9
CUST00053,1,17
CUST00053,2,8
CUST00053,3,5
CUST00053,4,12
CUST00053,5,15
CUST00053,6,4
CUST00053,7,5
CUST00053,8,9
CUST00053,9,7
CUST00053,10,7
CUST00053,11,5
CUST00053,12,12
CUST00054,1,12
CUST00054,2,5
CUST00054,3,12
CUST00054,4,16
CUST00054,5,8
CUST00054,6,17
CUST00054,7,13
CUST00054,8,3
CUST00054,9,15
CUST00054,10,11
CUST00054,11,6
CUST00054,12,23
CUST00055,1,9
CUST00055,2,2
CUST00055,3,11
CUST00055,4,8
CUST00055,5,10
CUST00055,6,11
CUST00055,7,4
CUST00055,8,8
CUST00055,9,3
CUST00055,10,7
CUST00055,11,3
CUST00055,12,8
CUST00056,1,6
CUST00056,2,11
CUST00056,3,6
CUST00056,4,12
CUST00056,5,7
CUST00056,6,12
CUST00056,7,14
CUST00056,8,8
CUST00056,9,11
CUST00056,10,6
CUST00056,11,8
CUST00056,12,10
CUST00057,1,32
CUST00057,2,40
CUST00057,3,36
CUST00057,4,14
CUST00057,5,33
CUST00057,6,38
CUST00057,7,43
CUST00057,8,12
CUST00057,9,32
CUST00057,10,34
CUST00057,11,34
CUST00057,12,25
CUST00058,1,43
CUST00058,2,44
CUST00058,3,46
CUST00058,4,30
CUST00058,5,30
CUST00058,6,21
CUST00058,7,27
CUST00058,8,34
CUST00058,9,26
CUST00058,10,11
CUST00058,11,60
CUST00058,12,54
CUST00059,1,10
CUST00059,2,2
CUST00059,3,9
CUST00059,4,4
CUST00059,5,3
CUST00059,6,2
CUST00059,7,9
CUST00059,8,3
CUST00059,9,11
CUST00059,10,4
CUST00059,11,11
CUST00059,12,3
CUST00060,1,3
CUST00060,2,4
CUST00060,3,6
CUST00060,4,6
CUST00060,5,1
CUST00060,6,8
CUST00060,7,3
CUST00060,8,7
CUST00060,9,7
CUST00060,10,8
CUST00060,11,10
CUST00060,12,14
CUST00061,1,9
CUST00061,2,18
CUST00061,3,7
CUST00061,4,9
CUST00061,5,10
CUST00061,6,11
CUST00061,7,10
CUST00061,8,3
CUST00061,9,19
CUST00061,10,8
CUST00061,11,15
CUST00061,12,27
CUST00062,1,11
CUST00062,2,17
CUST00062,3,8
CUST00062,4,10
CUST00062,5,14
CUST00062,6,7
CUST00062,7,8
CUST00062,8,9
CUST00062,9,32
CUST00062,10,26
CUST00062,11,13
CUST00062,12,22
CUST00063,1,22
CUST00063,2,28
CUST00063,3,12
CUST00063,4,40
CUST00063,5,17
CUST00063,6,18
CUST00063,7,25
CUST00063,8,7
CUST00063,9,15
CUST00063,10,30
CUST00063,11,23
CUST00063,12,58
CUST00064,1,12
CUST00064,2,18
CUST00064,3,8
CUST00064,4,8
CUST00064,5,10
CUST00064,6,5
CUST00064,7,9
CUST00064,8,14
CUST00064,9,14
CUST00064,10,8
CUST00064,11,5
CUST00064,12,9
CUST00065,1,24
CUST00065,2,18
CUST00065,3,25
CUST00065,4,3
CUST00065,5,10
CUST00065,6,9
CUST00065,7,7
CUST00065,8,11
CUST00065,9,4
CUST00065,10,18
CUST00065,11,7
CUST00065,12,7
CUST00066,1,14
CUST00066,2,15
CUST00066,3,13
CUST00066,4,16
CUST00066,5,13
CUST00066,6,33
CUST00066,7,7
CUST00066,8,18
CUST00066,9,19
CUST00066,10,6
CUST00066,11,10
CUST00066,12,8
CUST00067,1,4
CUST00067,2,11
CUST00067,3,9
CUST00067,4,6
CUST00067,5,9
CUST00067,6,5
CUST00067,7,5
CUST00067,8,5
CUST00067,9,9
CUST00067,10,6
CUST00067,11,7
CUST00067,12,8
CUST00068,1,15
CUST00068,2,29
CUST00068,3,53
CUST00068,4,4
CUST00068,5,50
CUST00068,6,37
CUST00068,7,51
CUST00068,8,47
CUST00068,9,40
CUST00068,10,41
CUST00068,11,60
CUST00068,12,30
CUST00069,1,4
CUST00069,2,11
CUST00069,3,17
CUST00069,4,19
CUST00069,5,9
CUST00069,6,6
CUST00069,7,13
CUST00069,8,5
CUST00069,9,5
CUST00069,10,5
CUST00069,11,6
CUST00069,12,10
CUST00070,1,9
CUST00070,2,10
CUST00070,3,16
CUST00070,4,7
CUST00070,5,5
CUST00070,6,9
CUST00070,7,5
CUST00070,8,12
CUST00070,9,3
CUST00070,10,9
CUST00070,11,1
CUST00070,12,6
CUST00071,1,7
CUST00071,2,12
CUST00071,3,10
CUST00071,4,6
CUST00071,5,5
CUST00071,6,8
CUST00071,7,5
CUST00071,8,5
CUST00071,9,13
CUST00071,10,3
CUST00071,11,14
CUST00071,12,3
CUST00072,1,9
CUST00072,2,9
CUST00072,3,3
CUST00072,4,9
CUST00072,5,14
CUST00072,6,5
CUST00072,7,5
CUST00072,8,15
CUST00072,9,8
CUST00072,10,8
CUST00072,11,4
CUST00072,12,26
CUST00073,1,3
CUST00073,2,4
CUST00073,3,8
CUST00073,4,3
CUST00073,5,4
CUST00073,6,3
CUST00073,7,8
CUST00073,8,7
CUST00073,9,10
CUST00073,10,5
CUST00073,11,10
CUST00073,12,10
CUST00074,1,6
CUST00074,2,18
CUST00074,3,2
CUST00074,4,5
CUST00074,5,10
CUST00074,6,4
CUST00074,7,13
CUST00074,8,15
CUST00074,9,10
CUST00074,10,8
CUST00074,11,10
CUST00074,12,20
CUST00075,1,4
CUST00075,2,10
CUST00075,3,5
CUST00075,4,4
CUST00075,5,8
CUST00075,6,8
CUST00075,7,6
CUST00075,8,10
CUST00075,9,12
CUST00075,10,10
CUST00075,11,6
CUST00075,12,13
CUST00076,1,12
CUST00076,2,22
CUST00076,3,15
CUST00076,4,23
CUST00076,5,18
CUST00076,6,35
CUST00076,7,10
CUST00076,8,6
CUST00076,9,14
CUST00076,10,17
CUST00076,11,11
CUST00076,12,11
CUST00077,1,9
CUST00077,2,11
CUST00077,3,3
CUST00077,4,11
CUST00077,5,8
CUST00077,6,5
CUST00077,7,5
CUST00077,8,7
CUST00077,9,12
CUST00077,10,10
CUST00077,11,3
CUST00077,12,12
CUST00078,1,10
CUST00078,2,3
CUST00078,3,3
CUST00078,4,11
CUST00078,5,13
CUST00078,6,10
CUST00078,7,2
CUST00078,8,5
CUST00078,9,5
CUST00078,10,2
CUST00078,11,3
CUST00078,12,7
CUST00079,1,2
CUST00079,2,17
CUST00079,3,19
CUST00079,4,12
CUST00079,5,10
CUST00079,6,23
CUST00079,7,10
CUST00079,8,7
CUST00079,9,11
CUST00079,10,4
CUST00079,11,8
CUST00079,12,16
CUST00080,1,22
CUST00080,2,27
CUST00080,3,48
CUST00080,4,20
CUST00080,5,22
CUST00080,6,27
CUST00080,7,37
CUST00080,8,30
CUST00080,9,19
CUST00080,10,22
CUST00080,11,18
CUST00080,12,52
CUST00081,1,8
CUST00081,2,9
CUST00081,3,10
CUST00081,4,3
CUST00081,5,12
CUST00081,6,5
CUST00081,7,11
CUST00081,8,6
CUST00081,9,17
CUST00081,10,7
CUST00081,11,4
CUST00081,12,5
CUST00082,1,27
CUST00082,2,26
CUST00082,3,77
CUST00082,4,40
CUST00082,5,19
CUST00082,6,44
CUST00082,7,30
CUST00082,8,28
CUST00082,9,46
CUST00082,10,30
CUST00082,11,47
CUST00082,12,23
CUST00083,1,33
CUST00083,2,30
CUST00083,3,8
CUST00083,4,39
CUST00083,5,16
CUST00083,6,45
CUST00083,7,14
CUST00083,8,24
CUST00083,9,19
CUST00083,10,31
CUST00083,11,11
CUST00083,12,38
CUST00084,1,10
CUST00084,2,4
CUST00084,3,6
CUST00084,4,1
CUST00084,5,10
CUST00084,6,8
CUST00084,7,2
CUST00084,8,7
CUST00084,9,12
CUST00084,10,5
CUST00084,11,15
CUST00084,12,7
CUST00085,1,3
CUST00085,2,4
CUST00085,3,4
CUST00085,4,11
CUST00085,5,6
CUST00085,6,5
CUST00085,7,9
CUST00085,8,0
CUST00085,9,4
CUST00085,10,5
CUST00085,11,3
CUST00085,12,8
CUST00086,1,25
CUST00086,2,24
CUST00086,3,45
CUST00086,4,19
CUST00086,5,23
CUST00086,6,18
CUST00086,7,19
CUST00086,8,26
CUST00086,9,52
CUST00086,10,29
CUST00086,11,15
CUST00086,12,29
CUST00087,1,26
CUST00087,2,7
CUST00087,3,21
CUST00087,4,3
CUST00087,5,9
CUST00087,6,14
CUST00087,7,15
CUST00087,8,17
CUST00087,9,9
CUST00087,10,26
CUST00087,11,2
CUST00087,12,10
CUST00088,1,5
CUST00088,2,7
CUST00088,3,13
CUST00088,4,12
CUST00088,5,13
CUST00088,6,10
CUST00088,7,1
CUST00088,8,10
CUST00088,9,8
CUST00088,10,15
CUST00088,11,4
CUST00088,12,9
CUST00089,1,11
CUST00089,2,12
CUST00089,3,3
CUST00089,4,6
CUST00089,5,9
CUST00089,6,7
CUST00089,7,6
CUST00089,8,18
CUST00089,9,8
CUST00089,10,11
CUST00089,11,11
CUST00089,12,5
CUST00090,1,3
CUST00090,2,5
CUST00090,3,4
CUST00090,4,3
CUST00090,5,8
CUST00090,6,1
CUST00090,7,5
CUST00090,8,7
CUST00090,9,6
CUST00090,10,2
CUST00090,11,8
CUST00090,12,6
CUST00091,1,5
CUST00091,2,10
CUST00091,3,7
CUST00091,4,2
CUST00091,5,18
CUST00091,6,11
CUST00091,7,16
CUST00091,8,9
CUST00091,9,15
CUST00091,10,12
CUST00091,11,9
CUST00091,12,20
CUST00092,1,17
CUST00092,2,8
CUST00092,3,7
CUST00092,4,19
CUST00092,5,9
CUST00092,6,5
CUST00092,7,6
CUST00092,8,12
CUST00092,9,12
CUST00092,10,17
CUST00092,11,11
CUST00092,12,5
CUST00093,1,15
CUST00093,2,12
CUST00093,3,10
CUST00093,4,9
CUST00093,5,11
CUST00093,6,4
CUST00093,7,10
CUST00093,8,16
CUST00093,9,11
CUST00093,10,5
CUST00093,11,5
CUST00093,12,7
CUST00094,1,11
CUST00094,2,10
CUST00094,3,14
CUST00094,4,18
CUST00094,5,3
CUST00094,6,16
CUST00094,7,14
CUST00094,8,9
CUST00094,9,14
CUST00094,10,20
CUST00094,11,27
CUST00094,12,5
CUST00095,1,11
CUST00095,2,10
CUST00095,3,6
CUST00095,4,9
CUST00095,5,5
CUST00095,6,10
CUST00095,7,13
CUST00095,8,10
CUST00095,9,11
CUST00095,10,6
CUST00095,11,13
CUST00095,12,5
CUST00096,1,6
CUST00096,2,9
CUST00096,3,4
CUST00096,4,5
CUST00096,5,6
CUST00096,6,5
CUST00096,7,2
CUST00096,8,3
CUST00096,9,15
CUST00096,10,1
CUST00096,11,9
CUST00096,12,4
CUST00097,1,9
CUST00097,2,4
CUST00097,3,5
CUST00097,4,4
CUST00097,5,7
CUST00097,6,9
CUST00097,7,5
CUST00097,8,6
CUST00097,9,9
CUST00097,10,10
CUST00097,11,11
CUST00097,12,3
CUST00098,1,2
CUST00098,2,6
CUST00098,3,4
CUST00098,4,2
CUST00098,5,10
CUST00098,6,10
CUST00098,7,3
CUST00098,8,9
CUST00098,9,5
CUST00098,10,7
CUST00098,11,8
CUST00098,12,7
CUST00099,1,6
CUST00099,2,8
CUST00099,3,6
CUST00099,4,16
CUST00099,5,25
CUST00099,6,19
CUST00099,7,10
CUST00099,8,19
CUST00099,9,10
CUST00099,10,15
CUST00099,11,15
CUST00099,12,23
CUST00100,1,5
CUST00100,2,14
CUST00100,3,1
CUST00100,4,8
CUST00100,5,21
CUST00100,6,2
CUST00100,7,17
CUST00100,8,9
CUST00100,9,18
CUST00100,10,14
CUST00100,11,7
CUST00100,12,10
CUST00101,1,8
CUST00101,2,6
CUST00101,3,7
CUST00101,4,4
CUST00101,5,4
CUST00101,6,7
CUST00101,7,10
CUST00101,8,10
CUST00101,9,6
CUST00101,10,18
CUST00101,11,7
CUST00101,12,6
CUST00102,1,5
CUST00102,2,5
CUST00102,3,10
CUST00102,4,4
CUST00102,5,2
CUST00102,6,6
CUST00102,7,5
CUST00102,8,6
CUST00102,9,4
CUST00102,10,11
CUST00102,11,5
CUST00102,12,3
CUST00103,1,9
CUST00103,2,1
CUST00103,3,7
CUST00103,4,4
CUST00103,5,7
CUST00103,6,5
CUST00103,7,5
CUST00103,8,6
CUST00103,9,6
CUST00103,10,10
CUST00103,11,6
CUST00103,12,12
CUST00104,1,13
CUST00104,2,10
CUST00104,3,8
CUST00104,4,13
CUST00104,5,3
CUST00104,6,4
CUST00104,7,5
CUST00104,8,20
CUST00104,9,10
CUST00104,10,7
CUST00104,11,9
CUST00104,12,1
CUST00105,1,15
CUST00105,2,11
CUST00105,3,11
CUST00105,4,17
CUST00105,5,10
CUST00105,6,14
CUST00105,7,16
CUST00105,8,18
CUST00105,9,22
CUST00105,10,13
CUST00105,11,5
CUST00105,12,10
CUST00106,1,7
CUST00106,2,12
CUST00106,3,9
CUST00106,4,4
CUST00106,5,5
CUST00106,6,8
CUST00106,7,3
CUST00106,8,7
CUST00106,9,8
CUST00106,10,8
CUST00106,11,6
CUST00106,12,9
CUST00107,1,14
CUST00107,2,13
CUST00107,3,8
CUST00107,4,14
CUST00107,5,5
CUST00107,6,12
CUST00107,7,6
CUST00107,8,8
CUST00107,9,17
CUST00107,10,14
CUST00107,11,14
CUST00107,12,5
CUST00108,1,10
CUST00108,2,4
CUST00108,3,9
CUST00108,4,3
CUST00108,5,12
CUST00108,6,8
CUST00108,7,5
CUST00108,8,5
CUST00108,9,8
CUST00108,10,6
CUST00108,11,4
CUST00108,12,4
CUST00109,1,2
CUST00109,2,8
CUST00109,3,0
CUST00109,4,7
CUST00109,5,4
CUST00109,6,12
CUST00109,7,1
CUST00109,8,2
CUST00109,9,5
CUST00109,10,1
CUST00109,11,2
CUST00109,12,7
CUST00110,1,11
CUST00110,2,16
CUST00110,3,13
CUST00110,4,5
CUST00110,5,20
CUST00110,6,7
CUST00110,7,3
CUST00110,8,22
CUST00110,9,19
CUST00110,10,28
CUST00110,11,27
CUST00110,12,11
CUST00111,1,2
CUST00111,2,7
CUST00111,3,3
CUST00111,4,5
CUST00111,5,7
CUST00111,6,1
CUST00111,7,6
CUST00111,8,4
CUST00111,9,3
CUST00111,10,2
CUST00111,11,5
CUST00111,12,5
CUST00112,1,11
CUST00112,2,10
CUST00112,3,3
CUST00112,4,7
CUST00112,5,10
CUST00112,6,2
CUST00112,7,6
CUST00112,8,7
CUST00112,9,1
CUST00112,10,8
CUST00112,11,11
CUST00112,12,17
CUST00113,1,1
CUST00113,2,5
CUST00113,3,4
CUST00113,4,9
CUST00113,5,6
CUST00113,6,11
CUST00113,7,5
CUST00113,8,16
CUST00113,9,8
CUST00113,10,4
CUST00113,11,2
CUST00113,12,10
CUST00114,1,4
CUST00114,2,9
CUST00114,3,11
CUST00114,4,11
CUST00114,5,4
CUST00114,6,6
CUST00114,7,5
CUST00114,8,7
CUST00114,9,4
CUST00114,10,13
CUST00114,11,7
CUST00114,12,5
CUST00115,1,10
CUST00115,2,16
CUST00115,3,7
CUST00115,4,8
CUST00115,5,9
CUST00115,6,5
CUST00115,7,12
CUST00115,8,13
CUST00115,9,5
CUST00115,10,10
CUST00115,11,8
CUST00115,12,11
CUST00116,1,4
CUST00116,2,11
CUST00116,3,8
CUST00116,4,12
CUST00116,5,14
CUST00116,6,3
CUST00116,7,2
CUST00116,8,5
CUST00116,9,3
CUST00116,10,19
CUST00116,11,5
CUST00116,12,11
CUST00117,1,19
CUST00117,2,6
CUST00117,3,8
CUST00117,4,15
CUST00117,5,5
