station_id,sessions,completed_sessions,energy_kwh,avg_energy_kwh,avg_duration,completion_rate,city,station_type,charger_count,avg_daily_capacity_kwh,baseline_utilization,peak_demand_factor,operational_reliability,sessions_per_charger,energy_per_charger
ST0017,7821,7687,205330.02000000002,26.712728551336145,64.24728295614372,0.9828666410944892,Delhi NCR,Highway,9,1121.25,0.3127,0.802,0.9508,869.0,22814.44666666667
ST0018,6928,6774,180284.08,26.6009064665127,62.73065819861432,0.9777713625866051,Delhi NCR,Highway,9,953.49,0.4347,0.9128,0.9682,769.7777777777778,20031.564444444444
ST0019,5256,5166,135391.59999999998,26.20302891933029,108.14649923896499,0.9828767123287672,Mumbai,Hotel,6,508.34,0.3492,0.9171,0.9866,876.0,22565.266666666663
ST0020,5956,5832,143152.46999999997,24.545940228341166,88.45567494963062,0.9791806581598388,Mumbai,Residential,6,552.29,0.4281,1.1647,0.9516,992.6666666666666,23858.744999999995
ST0021,6429,6308,159476.47999999998,25.27692642712708,110.97293513765749,0.9811790325089439,Mumbai,Mall_Retail,6,659.81,0.4394,1.0856,0.9643,1071.5,26579.41333333333
ST0022,8500,8344,212113.87,25.412944705882353,64.04670588235294,0.9816470588235294,Mumbai,Transit_Public,6,771.55,0.2696,0.9784,0.9796,1416.6666666666667,35352.31166666667
ST0023,5229,5144,133009.66,25.85972461273666,116.53279785809906,0.983744501816791,Mumbai,Hotel,6,519.55,0.3262,0.977,0.9911,871.5,22168.27666666667
ST0024,6337,6224,152988.96,24.55533375414234,77.30314028720214,0.9821682183998738,Mumbai,Residential,7,802.99,0.3746,0.986,0.9693,905.2857142857143,21855.565714285713
ST0025,7502,7382,196984.69,26.71101173020528,38.42282058117835,0.9840042655291922,Mumbai,Highway,14,1637.29,0.2833,0.8733,0.9837,535.8571428571429,14070.335000000001
ST0026,6536,6414,157235.58,24.51919675642595,86.2454100367197,0.9813341493268054,Mumbai,Residential,8,835.43,0.3378,1.1113,0.9651,817.0,19654.4475
ST0027,8003,7859,196593.93,24.999242783956017,89.77408471823067,0.9820067474696988,Mumbai,Office_Commercial,9,731.19,0.4162,1.2376,0.9596,889.2222222222222,21843.77
ST0028,7261,7112,179677.62,25.28551714639857,49.199421567277234,0.979479410549511,Mumbai,Mall_Retail,10,870.17,0.3505,1.1141,0.9537,726.1,17967.762
ST0029,7269,7154,177776.72,24.834524693905628,94.83973036181042,0.9841793919383685,Mumbai,Office_Commercial,11,1322.4,0.487,1.4,0.9572,660.8181818181819,16161.52
ST0030,7424,7300,179515.72999999998,24.584001885775862,93.09119073275862,0.9832974137931034,Mumbai,Residential,6,512.74,0.2482,1.1027,0.9747,1237.3333333333333,29919.28833333333
ST0031,7017,6893,169002.41999999998,24.490866467151204,140.91264072965654,0.9823286304688613,Mumbai,Residential,6,661.8,0.2968,0.9782,0.9676,1169.5,28167.069999999996
ST0032,9441,9304,232525.59,24.99975744094905,96.95191187374219,0.9854888253362991,Mumbai,Office_Commercial,11,1357.12,0.3042,1.1799,0.9686,858.2727272727273,21138.69
ST0033,5481,5386,133111.22000000003,24.725960591133003,121.83488414522897,0.9826673964604999,Mumbai,Residential,5,604.14,0.4638,1.047,0.9535,1096.2,26622.244000000006
ST0034,5327,5226,128080.20999999999,24.512628120893563,72.77154120518115,0.9810399849821663,Mumbai,Residential,7,611.16,0.5103,1.0563,0.9645,761.0,18297.172857142858
ST0035,8154,8025,201838.39,25.129872455236693,33.124724061810156,0.9841795437821927,Mumbai,Mall_Retail,7,617.94,0.2768,1.0804,0.9817,1164.857142857143,28834.055714285718
ST0036,7010,6866,183847.90999999997,26.79279743223966,33.316690442225394,0.9794579172610557,Mumbai,Highway,15,1215.86,0.3134,0.8893,0.9494,467.3333333333333,12256.527333333332
ST0037,5252,5150,130963.99999999999,25.41973153084539,66.28027418126428,0.9805788271134805,Bengaluru,Hotel,7,798.25,0.3579,0.9056,0.9771,750.2857142857143,18709.142857142855
ST0038,8042,7906,196896.97,24.897689629445413,42.95610544640637,0.9830887838846059,Bengaluru,Mall_Retail,6,742.5,0.3533,1.1281,0.9708,1340.3333333333333,32816.16166666667
ST0039,3725,3670,95273.13,25.964238926174495,42.791409395973155,0.9852348993288591,Bengaluru,Fleet,13,1411.3,0.363,1.1922,0.995,286.53846153846155,7328.702307692308
ST0040,7407,7262,195429.31,26.884825165384097,33.478871337923586,0.9804239233157823,Bengaluru,Highway,15,1825.09,0.3672,0.839,0.9533,493.8,13028.620666666666
ST0041,9519,9358,235589.83999999997,25.16078999894947,94.4169555625591,0.9830864586616241,Bengaluru,Office_Commercial,6,750.8,0.3728,1.1104,0.9839,1586.5,39264.97333333333
ST0042,5740,5650,144425.43,25.540059233449476,85.31480836236933,0.9843205574912892,Bengaluru,Hotel,4,448.5,0.2774,0.9123,0.974,1435.0,36106.3575
ST0043,7670,7557,183962.13,24.348166883963493,91.47496740547588,0.9852672750977836,Bengaluru,Residential,8,983.03,0.3378,1.1298,0.9723,958.75,22995.26625
ST0044,4541,4463,115053.75,25.750603391323498,36.81634001321295,0.9828231667033693,Bengaluru,Fleet,13,1213.2,0.19,1.1811,0.9726,349.3076923076923,8850.288461538461
ST0045,8803,8673,232986.66,26.8708065432239,24.634783596501194,0.9852323071680109,Bengaluru,Highway,8,787.0,0.2386,0.9262,0.995,1100.375,29123.3325
ST0046,7110,7000,170856.18,24.434077355836852,70.61758087201125,0.9845288326300985,Bengaluru,Residential,4,457.15,0.3958,1.1237,0.9691,1777.5,42714.045
ST0047,9218,9088,228110.21000000002,25.08276958125407,79.43903232805381,0.9858971577348665,Bengaluru,Office_Commercial,7,674.93,0.422,1.2966,0.995,1316.857142857143,32587.17285714286
ST0048,9552,9386,236163.55,25.170086892797322,67.30663735343384,0.9826214405360134,Bengaluru,Office_Commercial,8,961.76,0.3703,1.3895,0.9766,1194.0,29520.44375
ST0049,5284,5198,132660.76,25.505721044663137,82.47464042392127,0.9837244511733535,Bengaluru,Hotel,6,540.72,0.348,0.8942,0.9848,880.6666666666666,22110.126666666667
ST0050,7606,7501,187076.94,24.920729687089143,85.03497239021824,0.9861951091243755,Bengaluru,Mall_Retail,9,762.79,0.3909,1.0847,0.9876,845.1111111111111,20786.326666666668
ST0051,7631,7517,188484.53999999998,25.06656139431267,66.45773817324073,0.9850609356571878,Bengaluru,Mall_Retail,10,1279.44,0.3878,0.9742,0.969,763.1,18848.453999999998
ST0052,8073,7947,194316.40000000002,24.448875263223087,75.0344357735662,0.9843924191750278,Bengaluru,Residential,9,1077.8,0.3129,1.2709,0.9796,897.0,21590.711111111115
ST0053,7878,7745,196491.72,25.36582000507743,39.235846661589235,0.9831175425234832,Bengaluru,Transit_Public,12,1329.7,0.346,0.9527,0.9599,656.5,16374.31
ST0054,8408,8252,204018.38999999998,24.71746907706946,84.4249524262607,0.9814462416745956,Bengaluru,Mall_Retail,12,1239.59,0.3049,1.1924,0.9791,700.6666666666666,17001.532499999998
ST0055,7024,6905,169415.85,24.52527334851936,85.63482346241457,0.9830580865603644,Hyderabad,Residential,8,879.84,0.3143,1.1831,0.9942,878.0,21176.98125
ST0056,9558,9388,233607.53,24.890208202552834,84.84358652437749,0.9822138522703494,Hyderabad,Office_Commercial,9,759.47,0.2745,1.2973,0.9463,1062.0,25956.39222222222
ST0057,7324,7216,190744.88,26.448548607318408,35.49371927908247,0.9852539595849262,Hyderabad,Highway,12,1160.18,0.3608,0.8543,0.9822,610.3333333333334,15895.406666666668
ST0058,7600,7465,196149.32,26.300142105263156,40.02513157894737,0.9822368421052632,Hyderabad,Highway,13,1276.72,0.324,0.9188,0.9741,584.6153846153846,15088.409230769232
ST0059,8318,8180,204201.27000000002,24.972979081509976,65.60411156528012,0.9834094734311133,Hyderabad,Mall_Retail,9,917.06,0.3008,1.1307,0.985,924.2222222222222,22689.030000000002
ST0060,7850,7678,192492.63999999998,25.054820382165605,52.19082802547771,0.9780891719745223,Hyderabad,Transit_Public,8,1014.46,0.3025,1.1685,0.9588,981.25,24061.579999999998
ST0061,9047,8893,221569.25,24.93101359566707,55.33580192328949,0.9829777826903946,Hyderabad,Office_Commercial,8,927.1,0.3607,1.2509,0.9899,1130.875,27696.15625
ST0062,6725,6611,161238.9,24.383028996282526,78.45650557620817,0.9830483271375464,Hyderabad,Residential,9,1006.68,0.3605,1.1943,0.995,747.2222222222222,17915.433333333334
ST0063,7282,7161,179014.62,25.01928453721505,71.45179895633068,0.9833836858006042,Hyderabad,Mall_Retail,6,616.3,0.4063,1.0634,0.9716,1213.6666666666667,29835.77
ST0064,8406,8231,215815.56,26.226178919819176,31.369022127052105,0.9791815369973829,Hyderabad,Highway,9,919.04,0.2139,0.7999,0.946,934.0,23979.506666666668
ST0065,6446,6310,153755.61,24.360178405212533,75.76310890474713,0.9789016444306546,Hyderabad,Residential,4,519.41,0.3415,1.1721,0.9488,1611.5,38438.9025
ST0066,7017,6923,169467.02000000002,24.487610089781956,71.52315804474847,0.98660396180704,Hyderabad,Residential,6,511.93,0.3133,1.1123,0.9769,1169.5,28244.503333333338
ST0067,8086,7963,209727.57,26.33539327232253,33.61996042542666,0.9847885233737323,Hyderabad,Highway,13,1623.07,0.2703,0.9111,0.9814,622.0,16132.890000000001
ST0068,8941,8801,220235.35,25.00924169555978,56.483279275248854,0.9843417962196622,Hyderabad,Office_Commercial,12,1426.06,0.3418,1.1936,0.9673,745.0833333333334,18352.945833333335
ST0069,9256,9102,229712.93,25.24375648228176,84.1052290406223,0.983362143474503,Chennai,Office_Commercial,11,882.99,0.2824,1.2917,0.966,841.4545454545455,20882.993636363637
ST0070,8461,8297,209125.85,25.211876846708428,112.15506441318993,0.9806169483512587,Chennai,Office_Commercial,7,643.49,0.3558,1.0906,0.9506,1208.7142857142858,29875.12142857143
ST0071,3843,3764,97349.53,25.852945615404632,36.0848295602394,0.9794431433775697,Chennai,Fleet,10,1186.05,0.2653,1.26,0.9657,384.3,9734.953
ST0072,6435,6325,154724.8,24.454874902874902,92.8941724941725,0.9829059829059829,Chennai,Residential,9,776.22,0.3714,1.2562,0.969,715.0,17191.644444444442
ST0073,6160,6047,148157.8,24.494055194805195,91.43912337662337,0.9816558441558442,Chennai,Residential,8,702.09,0.3872,1.1574,0.9574,770.0,18519.725
ST0074,8550,8413,212176.11,25.21513216374269,67.4225730994152,0.9839766081871345,Chennai,Mall_Retail,9,1039.46,0.2172,1.0289,0.9646,950.0,23575.123333333333
ST0075,9485,9310,235822.55,25.328006325777544,71.73125988402741,0.981549815498155,Chennai,Office_Commercial,9,739.06,0.2231,1.2814,0.9544,1053.888888888889,26202.505555555555
ST0076,3770,3707,94248.12999999999,25.43819098143236,31.684880636604774,0.983289124668435,Chennai,Fleet,14,1184.2,0.2981,1.0535,0.9839,269.2857142857143,6732.009285714285
ST0077,4011,3932,101039.66,25.691116928446775,45.68337073049115,0.9803041635502369,Chennai,Fleet,13,1453.67,0.2418,1.1477,0.9764,308.53846153846155,7772.281538461539
ST0078,8965,8836,223596.91,25.316063580591187,108.66101505856108,0.9856107083100948,Chennai,Office_Commercial,7,665.47,0.3257,1.279,0.9898,1280.7142857142858,31942.415714285715
ST0079,7235,7128,185969.90999999997,26.103097442985487,30.038009675190047,0.9852107809260539,Chennai,Highway,11,961.64,0.37,0.8735,0.9867,657.7272727272727,16906.355454545454
ST0080,7280,7166,176243.11,24.570668956043956,86.51964285714286,0.9843406593406593,Chennai,Residential,8,687.69,0.2981,1.1779,0.995,910.0,22030.38875
ST0081,7640,7497,187799.83,25.038988219895288,60.82643979057592,0.981282722513089,Chennai,Mall_Retail,12,1326.59,0.3156,1.1861,0.9573,636.6666666666666,15649.985833333332
ST0082,9015,8869,224036.99,25.278615640599003,86.68929561841375,0.9838047698280643,Chennai,Office_Commercial,6,545.29,0.3044,1.2751,0.9575,1502.5,37339.49833333333
ST0083,8499,8355,209740.19,25.101714319331688,64.66549005765384,0.9830568302153194,Pune,Office_Commercial,12,1244.48,0.249,1.2133,0.9656,708.25,17478.349166666667
ST0084,5864,5778,140430.03999999998,24.30138642564802,88.87977489768076,0.9853342428376535,Pune,Residential,8,920.8,0.3824,1.073,0.9752,733.0,17553.754999999997
ST0085,6828,6710,167788.52000000002,25.001706209724663,74.99077328646749,0.9827182190978324,Pune,Mall_Retail,9,967.11,0.3271,1.1495,0.9649,758.6666666666666,18643.16888888889
ST0086,7340,7232,188708.87,26.095955040871935,39.13514986376022,0.9852861035422343,Pune,Highway,13,1373.28,0.2475,0.9005,0.995,564.6153846153846,14516.066923076924
ST0087,6757,6629,167341.83,25.254885304129054,65.44161610182033,0.9810566819594495,Pune,Mall_Retail,11,1166.15,0.3215,1.1465,0.9691,614.2727272727273,15212.893636363635
ST0088,6962,6827,170891.12,25.04126544096524,76.49152542372882,0.9806090203964378,Pune,Transit_Public,11,1151.78,0.2692,1.0844,0.9572,632.9090909090909,15535.556363636364
ST0089,7795,7653,191576.1,25.036677357280308,84.80359204618345,0.981783194355356,Pune,Office_Commercial,6,564.18,0.3559,1.3368,0.9755,1299.1666666666667,31929.350000000002
ST0090,7615,7492,185651.57,24.76222061720289,100.88456992777412,0.9838476690741956,Pune,Office_Commercial,6,702.81,0.3432,1.2253,0.984,1269.1666666666667,30941.928333333333
ST0091,7497,7372,179955.87999999998,24.412747765772977,81.74723222622383,0.9833266639989329,Pune,Residential,10,876.81,0.1966,1.0304,0.9905,749.7,17995.587999999996
ST0092,6990,6833,172208.37,25.199805436337627,87.51287553648069,0.9775393419170243,Pune,Mall_Retail,6,767.53,0.2728,0.9798,0.9255,1165.0,28701.395
ST0093,8118,7970,199048.52000000002,24.993636363636362,74.9340970682434,0.9817689085981769,Pune,Office_Commercial,6,691.62,0.3421,1.2052,0.977,1353.0,33174.753333333334
ST0094,8267,8123,203691.22999999998,25.055338091206,74.38212168864159,0.9825813475263094,Pune,Office_Commercial,12,1085.43,0.2982,1.258,0.9687,688.9166666666666,16974.269166666665
ST0095,4494,4416,113114.29000000001,25.612178460169115,70.88584779706275,0.9826435246995995,Pune,Hotel,7,906.2,0.3561,0.8949,0.9835,642.0,16159.184285714287
ST0096,7115,6997,184338.21999999997,26.335378777231202,43.67575544624034,0.9834153197470134,Pune,Highway,12,1044.96,0.2578,0.829,0.99,592.9166666666666,15361.518333333332
ST0097,8648,8503,215975.00999999998,25.390423219241445,56.18027289546716,0.9832331174838113,Ahmedabad,Transit_Public,9,915.2,0.2574,1.1664,0.972,960.8888888888889,23997.22333333333
ST0098,6631,6492,159677.38,24.610125169657667,76.98220479565677,0.9790378525109334,Ahmedabad,Residential,7,877.49,0.3779,1.1211,0.9559,947.2857142857143,22811.054285714286
ST0099,6403,6293,162632.72,25.83058566297048,50.26831172887709,0.9828205528658441,Ahmedabad,Hotel,8,874.58,0.1901,1.001,0.9619,800.375,20329.09
ST0100,9127,8930,236818.33000000002,26.524566670318833,17.5254738687411,0.978415689711844,Ahmedabad,Highway,8,977.44,0.15,0.8371,0.9447,1140.875,29602.291250000002
ST0101,8431,8278,210637.08,25.470812477760646,32.141620211125606,0.9818526865140552,Ahmedabad,Transit_Public,11,911.96,0.2732,1.0297,0.9676,766.4545454545455,19148.825454545455
ST0102,8135,7991,197722.57,24.736637984019666,92.08088506453596,0.982298709280885,Ahmedabad,Residential,8,977.79,0.2235,1.2065,0.9799,1016.875,24715.32125
ST0103,7187,7069,175758.57,24.863116738555725,130.39140114094894,0.9835814665368026,Ahmedabad,Residential,6,752.87,0.3018,1.3128,0.9687,1197.8333333333333,29293.095
ST0104,8781,8615,217662.36,25.2369422617014,60.25076870515887,0.9810955472041909,Ahmedabad,Mall_Retail,9,944.47,0.2388,1.0174,0.9513,975.6666666666666,24184.706666666665
ST0105,4345,4267,111490.1,26.112939010356733,40.71484464902186,0.98204833141542,Ahmedabad,Fleet,13,1450.04,0.2307,1.1943,0.975,334.2307692307692,8576.16153846154
ST0106,9024,8861,223821.38,25.25880429964539,66.786679964539,0.9819370567375887,Ahmedabad,Mall_Retail,9,731.17,0.2381,1.172,0.9811,1002.6666666666666,24869.042222222222
ST0107,8401,8265,209888.82,25.400095226758722,77.23104392334245,0.983811451017736,Kolkata,Office_Commercial,10,803.66,0.3089,1.265,0.9483,840.1,20988.882
ST0108,8700,8571,219773.83000000002,25.650877011494252,113.95344827586207,0.9851724137931035,Kolkata,Office_Commercial,12,1549.08,0.2917,1.178,0.9728,725.0,18314.485833333336
ST0109,4463,4396,114485.5,26.055431324221377,68.17633878557024,0.9849876764508179,Kolkata,Hotel,8,928.28,0.3509,0.9298,0.9755,557.875,14310.6875
ST0110,7805,7630,193807.08000000002,25.388770019218452,87.6750800768738,0.9775784753363229,Kolkata,Mall_Retail,10,857.05,0.2066,1.0765,0.9539,780.5,19380.708000000002
ST0111,7971,7841,201568.58000000002,25.701839166980303,37.322293313260566,0.9836908794379626,Kolkata,Transit_Public,9,1156.42,0.2054,0.983,0.9735,885.6666666666666,22396.50888888889
ST0112,5562,5478,143625.76,26.226249550521395,86.20765911542611,0.9848975188781014,Kolkata,Hotel,7,822.49,0.2027,0.9699,0.995,794.5714285714286,20517.965714285714
ST0113,7832,7684,208432.88999999998,27.139359039836567,36.78345250255363,0.9811031664964249,Kolkata,Highway,13,1358.3,0.1769,0.7975,0.9636,602.4615384615385,16033.29923076923
ST0114,6893,6793,173956.53000000003,25.6150021761207,63.98505730451183,0.9854925286522559,Kolkata,Mall_Retail,8,804.63,0.3248,1.1193,0.9434,861.625,21744.566250000003
ST0115,7985,7852,200121.97999999998,25.472722604884158,52.89104571070758,0.9833437695679399,Kolkata,Office_Commercial,6,757.41,0.3525,1.1998,0.9605,1330.8333333333333,33353.66333333333
ST0116,6394,6268,155645.43,24.84319205505161,113.73897403816078,0.980294025649046,Kolkata,Residential,9,741.91,0.3218,1.1858,0.9447,710.4444444444445,17293.936666666665
ST0117,6916,6799,180087.61,26.48041208791209,37.413967611336034,0.9830827067669173,Jaipur,Highway,11,1356.0,0.2781,0.7861,0.9767,628.7272727272727,16371.600909090908
ST0118,10432,10274,255545.01,24.866756134969325,91.88218941717791,0.9848542944785276,Jaipur,Office_Commercial,6,550.36,0.187,1.3071,0.9736,1738.6666666666667,42590.835
ST0119,8334,8210,205239.02000000002,25.001595872330213,57.569714422846175,0.9851211903047756,Jaipur,Mall_Retail,6,683.19,0.2376,1.1026,0.974,1389.0,34206.503333333334
ST0120,5070,4980,126434.15,25.362749506903352,92.38560157790927,0.9822485207100592,Jaipur,Hotel,7,795.06,0.2923,0.9073,0.9638,724.2857142857143,18062.02142857143
ST0121,5959,5867,150450.91,25.644433629803657,53.576438999832185,0.9845611679812049,Jaipur,Hotel,5,474.74,0.15,1.0789,0.995,1191.8,30090.182
ST0122,7764,7628,201477.68,26.403712004121587,40.056285419886656,0.9824832560535807,Jaipur,Highway,10,1243.28,0.15,0.8752,0.9657,776.4,20147.768
ST0123,7718,7563,188666.55,24.968223633065563,105.54197978750972,0.9799170769629437,Jaipur,Mall_Retail,12,1444.46,0.2988,1.142,0.9476,643.1666666666666,15722.2125
ST0124,6431,6310,153837.58000000002,24.3823371170891,90.60877002021459,0.981184885709843,Jaipur,Residential,5,434.21,0.3872,1.1638,0.9649,1286.2,30767.516000000003
ST0125,4550,4455,116817.29000000001,26.21012747252747,49.27582417582418,0.9791208791208791,Jaipur,Fleet,8,838.77,0.1602,1.2132,0.9641,568.75,14602.161250000001
ST0126,6575,6455,155159.49,24.024069961977187,119.65627376425856,0.9817490494296578,Kochi,Residential,8,720.79,0.2455,1.2834,0.9534,821.875,19394.93625
ST0127,3796,3729,94043.03,25.225121180189674,34.922550052687036,0.9823498419388831,Kochi,Fleet,11,1111.21,0.2039,1.2142,0.9882,345.09090909090907,8549.366363636364
ST0128,9143,8969,223537.71000000002,24.928932516679428,66.16843486820518,0.980969047358635,Kochi,Office_Commercial,6,565.36,0.1545,1.2486,0.9565,1523.8333333333333,37256.285
ST0129,7625,7492,184680.97,24.656477377049182,76.30767213114754,0.9825573770491803,Kochi,Mall_Retail,8,851.82,0.1537,0.9707,0.9772,953.125,23085.12125
ST0130,7787,7669,188526.74,24.569181969949916,72.82599203801207,0.9848465391036343,Kochi,Mall_Retail,12,1139.63,0.15,1.1628,0.9741,648.9166666666666,15710.561666666666
ST0131,8201,8085,200661.78000000003,24.832981343738567,80.35117668577003,0.9858553834898183,Kochi,Office_Commercial,11,1188.82,0.3061,1.2779,0.995,745.5454545454545,18241.980000000003
ST0132,6812,6718,165901.2,24.685104227833236,36.451702877275395,0.9862008220786846,Kochi,Mall_Retail,7,726.69,0.2793,1.0866,0.9823,973.1428571428571,23700.17142857143
ST0133,8305,8150,202280.41999999998,24.825676098735702,83.8953642384106,0.9813365442504516,Kochi,Office_Commercial,12,1297.3,0.2247,1.2152,0.9628,692.0833333333334,16856.701666666664
ST0134,7088,6960,173833.06,24.968909424379234,67.50324492099323,0.981941309255079,Chandigarh,Mall_Retail,12,1267.64,0.3499,1.0633,0.9636,590.6666666666666,14486.088333333333
ST0135,6190,6063,159149.89,26.243573505654282,37.35815831987076,0.9794830371567044,Chandigarh,Highway,16,1312.86,0.3171,0.7199,0.9576,386.875,9946.868125
ST0136,8393,8209,200812.84000000003,24.45497557488383,118.88621470272847,0.9780769689026569,Chandigarh,Residential,7,740.63,0.15,1.0729,0.9563,1199.0,28687.548571428575
ST0137,4091,4024,105881.09,26.330576876069422,47.116352969934,0.9836225861647518,Chandigarh,Fleet,13,1079.34,0.2453,1.1175,0.9691,314.6923076923077,8144.699230769231
ST0138,8760,8603,214639.84,24.950558219178085,23.786529680365298,0.9820776255707763,Chandigarh,Mall_Retail,8,797.65,0.2014,1.0272,0.9784,1095.0,26829.98
ST0139,7611,7473,181981.55000000002,24.343571147024047,74.95270003941664,0.9818683484430429,Chandigarh,Residential,5,400.31,0.2592,1.2061,0.9545,1522.2,36396.310000000005
ST0140,6746,6606,172618.39,26.146615772309517,44.50400237177587,0.9792469611621701,Chandigarh,Highway,11,1117.23,0.2474,0.8027,0.9465,613.2727272727273,15692.58090909091
ST0141,7180,7061,187118.91000000003,26.4953356545961,38.48983286908078,0.9834261838440111,Chandigarh,Highway,12,1105.49,0.1987,0.8923,0.9869,598.3333333333334,15593.242500000002
ST0142,12032,11828,288544.85000000003,24.396829288563833,64.25232712765957,0.9830452127659575,Lucknow,Office_Commercial,11,1061.9,0.1602,1.1762,0.9919,1093.8181818181818,26231.350000000002
ST0143,9711,9542,233676.19,24.490647719081455,54.069920708474925,0.9825970548862115,Lucknow,Mall_Retail,7,612.66,0.1816,1.0104,0.9767,1387.2857142857142,33382.31285714286
ST0144,5833,5738,142166.34999999998,24.767265558031887,60.56591805246014,0.9837133550488599,Lucknow,Hotel,8,643.7,0.2829,0.935,0.9742,729.125,17770.793749999997
ST0145,3925,3851,97325.67,25.257538853503185,27.50828025477707,0.9811464968152867,Lucknow,Fleet,14,1289.15,0.2984,1.0704,0.9363,280.35714285714283,6951.833571428571
ST0146,6825,6661,170648.77,25.596586080586082,58.26358974358974,0.975970695970696,Lucknow,Highway,9,722.13,0.3213,0.8184,0.9421,758.3333333333334,18960.974444444444
ST0147,3693,3633,92161.39,25.357909558624424,52.46303818034119,0.983753046303818,Lucknow,Fleet,9,1104.97,0.3579,1.2413,0.9644,410.3333333333333,10240.154444444444
ST0148,8811,8621,212025.59,24.57034729315628,82.07172852116672,0.9784360458517762,Lucknow,Mall_Retail,11,1211.88,0.2507,1.0761,0.9548,801.0,19275.053636363635
ST0149,8196,8070,193744.37,23.992670815031722,105.01317715959004,0.9846266471449487,Lucknow,Residential,10,1199.61,0.3182,1.0763,0.9828,819.6,19374.436999999998
ST0150,4096,4018,101582.85,25.30099365234375,30.16064453125,0.98095703125,Lucknow,Fleet,14,1342.34,0.2766,1.3,0.9795,292.57142857142856,7255.917857142857
