customer_id,customer_segment_x,total_sessions,peak_sessions,peak_share,total_energy_kwh,avg_energy_kwh,flexibility_score,eligible_for_intervention,intervention_score,priority_band,city,experiment_group,incentive_rate,intervention,base_response_probability,response_probability,responded,shifted_peak_sessions,post_peak_sessions,demand_shift_rate
CUST00892,High_Mileage,407,144,0.3538083538083538,16084.06,39.518574938574936,65.6,True,59.65858415233415,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.4812,False,0,144,0.0
CUST03115,High_Mileage,437,137,0.3135011441647597,9535.85,21.82116704805492,68.9,True,59.65379576659039,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4878,True,81,56,0.5912408759124088
CUST00846,High_Mileage,426,143,0.3356807511737089,14121.92,33.15004694835681,66.9,True,59.648480046948364,Medium,Chennai,Control,0.0,No Incentive,0.45,0.4838,False,0,143,0.0
CUST01626,High_Mileage,518,160,0.3088803088803089,11194.78,21.611544401544403,68.4,True,59.640212355212356,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.45,0.4868,True,95,65,0.59375
CUST00264,High_Mileage,424,142,0.3349056603773584,11554.72,27.251698113207546,67.0,True,59.63872641509434,Medium,Lucknow,Treatment,0.15,Off-Peak Incentive,0.45,0.484,False,0,142,0.0
CUST01027,High_Mileage,453,142,0.3134657836644591,10468.92,23.11019867549669,68.6,True,59.63113134657837,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.45,0.4872,False,0,142,0.0
CUST03802,High_Mileage,569,173,0.3040421792618629,15940.38,28.014727592267135,68.7,True,59.62668717047452,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.45,0.4874,False,0,173,0.0
CUST02661,High_Mileage,438,140,0.319634703196347,14617.29,33.37280821917808,68.2,True,59.62663812785388,Medium,Jaipur,Control,0.0,No Incentive,0.45,0.4864,False,0,140,0.0
CUST00748,High_Mileage,490,148,0.3020408163265306,13318.2,27.18,69.2,True,59.62663265306123,Medium,Chennai,Control,0.0,No Incentive,0.45,0.4884,False,0,148,0.0
CUST02047,High_Mileage,418,137,0.3277511961722488,14203.98,33.98081339712918,67.8,True,59.626297846889955,Medium,Mumbai,Control,0.0,No Incentive,0.45,0.48560000000000003,False,0,137,0.0
CUST06421,High_Mileage,411,135,0.3284671532846715,15378.5,37.41727493917275,67.9,True,59.626186131386866,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4858,False,0,135,0.0
CUST02222,High_Mileage,488,150,0.3073770491803279,11430.68,23.423524590163936,68.7,True,59.62508196721312,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.45,0.4874,True,89,61,0.5933333333333334
CUST07377,High_Mileage,397,131,0.3299748110831234,11620.39,29.27050377833753,68.1,True,59.61524244332493,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4862,False,0,131,0.0
CUST01916,High_Mileage,433,147,0.3394919168591224,14876.41,34.35660508083141,66.3,True,59.6121766743649,Medium,Kochi,Treatment,0.15,Off-Peak Incentive,0.45,0.48260000000000003,True,85,62,0.5782312925170068
CUST05275,High_Mileage,408,135,0.3308823529411764,9144.95,22.414093137254905,67.7,True,59.60154411764706,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4854,True,79,56,0.5851851851851851
CUST07178,High_Mileage,480,156,0.325,10582.06,22.04595833333333,67.0,True,59.599999999999994,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.45,0.484,True,91,65,0.5833333333333334
CUST07375,High_Mileage,338,120,0.3550295857988165,8806.15,26.05369822485207,66.9,True,59.599933431952664,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4838,False,0,120,0.0
CUST00432,High_Mileage,420,140,0.3333333333333333,14142.07,33.671595238095236,67.1,True,59.590833333333336,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4842,True,82,58,0.5857142857142857
CUST02767,High_Mileage,510,156,0.3058823529411765,16912.32,33.16141176470588,68.6,True,59.589044117647056,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.45,0.4872,True,93,63,0.5961538461538461
CUST01398,High_Mileage,546,180,0.3296703296703296,17276.38,31.641721611721614,66.1,True,59.584313186813176,Medium,Kolkata,Control,0.0,No Incentive,0.45,0.4822,False,0,180,0.0
CUST03321,High_Mileage,392,123,0.3137755102040816,13296.42,33.9194387755102,69.8,True,59.58352040816327,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.48960000000000004,True,74,49,0.6016260162601627
CUST05543,High_Mileage,421,130,0.3087885985748218,13593.82,32.28935866983373,69.5,True,59.580293942992874,Medium,Lucknow,Control,0.0,No Incentive,0.45,0.489,False,0,130,0.0
CUST03171,High_Mileage,455,151,0.3318681318681318,15689.52,34.48246153846154,66.6,True,59.57722527472527,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.45,0.4832,True,88,63,0.5827814569536424
CUST03662,High_Mileage,404,146,0.3613861386138614,10850.02,26.856485148514853,64.7,True,59.574195544554456,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4794,True,84,62,0.5753424657534246
CUST02546,High_Mileage,456,152,0.3333333333333333,12335.92,27.052456140350877,66.4,True,59.56333333333333,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.45,0.4828,False,0,152,0.0
CUST01866,High_Mileage,476,151,0.3172268907563025,9581.06,20.128277310924368,67.7,True,59.555325630252106,Medium,Mumbai,Control,0.0,No Incentive,0.45,0.4854,False,0,151,0.0
CUST04535,High_Mileage,435,135,0.3103448275862069,14944.77,34.35579310344828,69.0,True,59.55129310344828,Medium,Kolkata,Treatment,0.15,Off-Peak Incentive,0.45,0.488,True,80,55,0.5925925925925926
CUST01813,High_Mileage,501,160,0.3193612774451098,17361.69,34.65407185628742,67.2,True,59.5507010978044,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.45,0.4844,False,0,160,0.0
CUST00176,High_Mileage,451,146,0.3237250554323725,14421.74,31.977250554323724,67.4,True,59.550252217294904,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.45,0.4848,False,0,146,0.0
CUST00129,High_Mileage,488,150,0.3073770491803279,17395.87,35.64727459016393,68.5,True,59.545081967213115,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.487,False,0,150,0.0
CUST06173,High_Mileage,563,169,0.300177619893428,12793.94,22.72458259325045,68.9,True,59.54460479573712,Medium,Delhi NCR,Control,0.0,No Incentive,0.45,0.4878,False,0,169,0.0
CUST06201,High_Mileage,404,133,0.3292079207920792,6010.06,14.876386138613862,67.8,True,59.52706683168317,Medium,Kochi,Control,0.0,No Incentive,0.45,0.48560000000000003,False,0,133,0.0
CUST03783,High_Mileage,426,134,0.3145539906103286,13663.47,32.073873239436615,68.7,True,59.52340962441315,Medium,Lucknow,Treatment,0.15,Off-Peak Incentive,0.45,0.4874,False,0,134,0.0
CUST01739,High_Mileage,559,173,0.3094812164579606,18922.49,33.85060822898033,67.9,True,59.51299865831842,Medium,Kolkata,Control,0.0,No Incentive,0.45,0.4858,False,0,173,0.0
CUST02751,High_Mileage,484,151,0.3119834710743802,19989.48,41.30057851239669,68.0,True,59.50933884297521,Medium,Mumbai,Control,0.0,No Incentive,0.45,0.486,False,0,151,0.0
CUST02701,High_Mileage,426,130,0.3051643192488263,14527.02,34.100985915492956,69.6,True,59.50782276995305,Medium,Hyderabad,Control,0.0,No Incentive,0.45,0.4892,False,0,130,0.0
CUST06294,High_Mileage,440,148,0.3363636363636363,17710.48,40.251090909090905,66.2,True,59.50704545454546,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.4824,True,86,62,0.581081081081081
CUST01259,High_Mileage,408,134,0.3284313725490196,8073.11,19.78703431372549,67.7,True,59.50350490196079,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4854,True,79,55,0.5895522388059702
CUST01107,High_Mileage,412,143,0.3470873786407767,14827.42,35.98888349514563,65.7,True,59.500995145631066,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.45,0.4814,False,0,143,0.0
CUST04657,High_Mileage,459,153,0.3333333333333333,14234.26,31.011459694989107,66.2,True,59.499583333333334,Medium,Jaipur,Control,0.0,No Incentive,0.45,0.4824,False,0,153,0.0
CUST03970,High_Mileage,435,134,0.3080459770114943,17101.68,39.31420689655173,69.1,True,59.49933908045977,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.45,0.4882,False,0,134,0.0
CUST05499,High_Mileage,417,135,0.3237410071942446,9249.96,22.182158273381297,67.9,True,59.49214028776979,Medium,Hyderabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4858,True,80,55,0.5925925925925926
CUST05564,High_Mileage,491,153,0.3116089613034623,8077.64,16.451405295315684,67.9,True,59.4918584521385,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.45,0.4858,True,90,63,0.5882352941176471
CUST00280,High_Mileage,395,138,0.3493670886075949,15832.93,40.083367088607595,65.9,True,59.485933544303805,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4818,False,0,138,0.0
CUST01431,High_Mileage,455,144,0.3164835164835164,10507.07,23.09246153846154,67.9,True,59.48184065934066,Medium,Ahmedabad,Treatment,0.15,Off-Peak Incentive,0.45,0.4858,False,0,144,0.0
CUST05773,High_Mileage,481,149,0.3097713097713098,20272.36,42.14627858627859,68.2,True,59.4758523908524,Medium,Hyderabad,Control,0.0,No Incentive,0.45,0.4864,False,0,149,0.0
CUST03977,High_Mileage,419,136,0.324582338902148,12261.2,29.263007159904536,67.7,True,59.46954355608592,Medium,Delhi NCR,Control,0.0,No Incentive,0.45,0.4854,False,0,136,0.0
CUST06656,High_Mileage,421,149,0.3539192399049881,10282.06,24.42294536817102,64.7,True,59.46551959619953,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4794,False,0,149,0.0
CUST07952,High_Mileage,430,138,0.3209302325581395,10875.93,25.29286046511628,67.8,True,59.450959302325586,Medium,Pune,Treatment,0.15,Off-Peak Incentive,0.45,0.48560000000000003,True,81,57,0.5869565217391305
CUST07765,High_Mileage,324,118,0.3641975308641975,15760.08,48.64222222222222,65.9,True,59.445401234567896,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.4818,False,0,118,0.0
CUST03110,High_Mileage,357,131,0.3669467787114845,10526.49,29.485966386554622,64.9,True,59.440371148459384,Medium,Pune,Control,0.0,No Incentive,0.45,0.4798,False,0,131,0.0
CUST01267,High_Mileage,401,127,0.3167082294264339,11821.59,29.480274314214466,68.9,True,59.43957917705737,Medium,Lucknow,Control,0.0,No Incentive,0.45,0.4878,False,0,127,0.0
CUST04508,High_Mileage,411,145,0.3527980535279805,14304.18,34.80335766423358,65.0,True,59.43942214111922,Medium,Jaipur,Treatment,0.15,Off-Peak Incentive,0.45,0.48,False,0,145,0.0
CUST00735,High_Mileage,402,128,0.3184079601990049,11236.6,27.95174129353234,68.7,True,59.4375684079602,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.4874,True,76,52,0.59375
CUST02143,High_Mileage,444,137,0.3085585585585585,12154.62,27.37527027027027,68.7,True,59.432342342342345,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.4874,True,81,56,0.5912408759124088
CUST01158,High_Mileage,373,136,0.3646112600536193,7422.7,19.9,64.8,True,59.43070040214478,Medium,Delhi NCR,Treatment,0.15,Off-Peak Incentive,0.45,0.4796,False,0,136,0.0
CUST04314,High_Mileage,441,143,0.3242630385487528,22169.05,50.269954648526074,67.2,True,59.430521541950114,Medium,Chandigarh,Treatment,0.15,Off-Peak Incentive,0.45,0.4844,True,84,59,0.5874125874125874
CUST07228,High_Mileage,448,142,0.3169642857142857,17624.37,39.34011160714285,67.8,True,59.42732142857143,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.45,0.48560000000000003,False,0,142,0.0
CUST00186,High_Mileage,460,138,0.3,9697.05,21.080543478260868,69.3,True,59.412499999999994,Medium,Chennai,Treatment,0.15,Off-Peak Incentive,0.45,0.48860000000000003,True,82,56,0.5942028985507246
CUST01682,High_Mileage,476,145,0.3046218487394957,8789.42,18.46516806722689,68.6,True,59.41112394957983,Medium,Chennai,Control,0.0,No Incentive,0.45,0.4872,False,0,145,0.0
CUST07233,High_Mileage,451,139,0.3082039911308204,7035.77,15.60037694013304,68.6,True,59.40940964523281,Medium,Mumbai,Treatment,0.15,Off-Peak Incentive,0.45,0.4872,True,82,57,0.5899280575539568
CUST04898,High_Mileage,444,142,0.3198198198198198,13404.07,30.18934684684685,67.5,True,59.402792792792795,Medium,Delhi NCR,Control,0.0,No Incentive,0.45,0.485,False,0,142,0.0
CUST06267,High_Mileage,486,156,0.3209876543209876,14047.93,28.90520576131687,66.8,True,59.402006172839506,Medium,Bengaluru,Control,0.0,No Incentive,0.45,0.48360000000000003,False,0,156,0.0
CUST03187,High_Mileage,376,123,0.3271276595744681,12734.44,33.868191489361706,68.4,True,59.393856382978726,Medium,Bengaluru,Treatment,0.15,Off-Peak Incentive,0.45,0.4868,False,0,123,0.0
CUST04810,High_Mileage,366,120,0.3278688524590163,9242.61,25.25303278688525,68.5,True,59.388504098360656,Medium,Delhi NCR,Control,0.0,No Incentive,0.45,0.487,False,0,120,0.0
