customer_id,customer_segment_x,total_sessions,peak_sessions,peak_share,total_energy_kwh,avg_energy_kwh,flexibility_score,eligible_for_intervention,intervention_score,priority_band
CUST02539,High_Mileage,484,155,0.3202479338842975,14573.87,30.111301652892564,68.1,True,59.8799173553719,Medium
CUST00516,High_Mileage,454,146,0.3215859030837004,12119.4,26.694713656387663,68.4,True,59.87968612334802,Medium
CUST04712,High_Mileage,485,160,0.3298969072164948,20550.88,42.37294845360825,67.1,True,59.8746262886598,Medium
CUST04166,High_Mileage,548,174,0.3175182481751825,12527.61,22.860602189781023,68.0,True,59.860729927007306,Medium
CUST01010,High_Mileage,509,154,0.3025540275049116,15884.07,31.206424361493124,69.6,True,59.85091110019647,Medium
CUST04467,High_Mileage,445,140,0.3146067415730337,11790.74,26.496044943820223,69.1,True,59.84051966292135,Medium
CUST01717,High_Mileage,489,159,0.3251533742331288,8114.79,16.594662576687117,67.4,True,59.824884969325154,Medium
CUST03962,High_Mileage,498,153,0.3072289156626506,17350.21,34.83977911646586,69.1,True,59.81915662650603,Medium
CUST06761,High_Mileage,484,161,0.3326446280991735,8427.13,17.41142561983471,66.7,True,59.81578512396695,Medium
CUST07878,High_Mileage,554,168,0.3032490974729241,15332.66,27.676281588447655,69.3,True,59.81496389891697,Medium
CUST07301,High_Mileage,438,142,0.3242009132420091,10896.99,24.87897260273973,68.2,True,59.809286529680364,Medium
CUST03950,High_Mileage,423,139,0.3286052009456264,9868.83,23.330567375886524,68.0,True,59.780458037825056,Medium
CUST01068,High_Mileage,428,153,0.3574766355140187,10335.9,24.14929906542056,65.0,True,59.77531542056075,Medium
CUST03450,High_Mileage,529,176,0.332703213610586,6529.82,12.343705103969754,66.3,True,59.77187854442344,Medium
CUST02004,High_Mileage,438,156,0.3561643835616438,13407.25,30.610159817351597,64.9,True,59.767825342465756,Medium
CUST03646,High_Mileage,495,157,0.3171717171717171,14273.41,28.83517171717172,68.0,True,59.76311868686869,Medium
CUST04002,High_Mileage,510,175,0.3431372549019608,13569.32,26.60650980392157,65.3,True,59.75924019607843,Medium
CUST01656,High_Mileage,407,144,0.3538083538083538,12126.47,29.794766584766585,65.8,True,59.738584152334155,Medium
CUST03276,High_Mileage,410,140,0.3414634146341463,9866.93,24.06568292682927,66.9,True,59.73603658536586,Medium
CUST07880,High_Mileage,456,151,0.3311403508771929,10053.4,22.046929824561403,67.0,True,59.71561403508772,Medium
CUST07922,High_Mileage,573,180,0.3141361256544502,16868.97,29.43973821989529,67.9,True,59.71544502617802,Medium
CUST07712,High_Mileage,451,160,0.3547671840354767,11049.66,24.500354767184035,64.7,True,59.711937361419075,Medium
CUST07146,High_Mileage,550,167,0.3036363636363636,16343.21,29.71492727272727,69.0,True,59.707954545454555,Medium
CUST02332,High_Mileage,496,148,0.2983870967741935,13012.85,26.235584677419357,69.7,False,59.69673387096775,Medium
CUST01907,High_Mileage,401,144,0.3591022443890274,9159.98,22.84284289276808,65.3,True,59.695339775561095,Medium
CUST05375,High_Mileage,435,137,0.3149425287356321,16565.92,38.08257471264368,68.9,True,59.69520114942529,Medium
CUST07508,High_Mileage,495,158,0.3191919191919192,18617.88,37.61187878787879,67.6,True,59.683926767676766,Medium
CUST06557,High_Mileage,445,144,0.3235955056179775,10220.06,22.966426966292133,67.8,True,59.6800702247191,Medium
CUST02788,High_Mileage,425,141,0.3317647058823529,11503.44,27.066917647058823,67.4,True,59.679338235294125,Medium
CUST02825,High_Mileage,430,143,0.3325581395348837,11598.79,26.973930232558143,67.2,True,59.67607558139535,Medium
CUST01037,High_Mileage,447,132,0.2953020134228188,13995.0,31.308724832214764,70.6,False,59.675830536912756,Medium
CUST00891,High_Mileage,423,150,0.3546099290780142,16239.56,38.391394799054375,65.1,True,59.66064716312057,Medium
CUST03924,High_Mileage,465,143,0.3075268817204301,14181.19,30.49718279569893,69.1,True,59.6598252688172,Medium
CUST00892,High_Mileage,407,144,0.3538083538083538,16084.06,39.518574938574936,65.6,True,59.65858415233415,Medium
CUST03115,High_Mileage,437,137,0.3135011441647597,9535.85,21.82116704805492,68.9,True,59.65379576659039,Medium
CUST05469,High_Mileage,567,170,0.2998236331569665,21186.5,37.36596119929453,69.2,False,59.65294532627867,Medium
CUST04526,High_Mileage,481,141,0.2931392931392931,14341.45,29.81590436590437,70.3,False,59.65057172557173,Medium
CUST00846,High_Mileage,426,143,0.3356807511737089,14121.92,33.15004694835681,66.9,True,59.648480046948364,Medium
CUST01626,High_Mileage,518,160,0.3088803088803089,11194.78,21.611544401544403,68.4,True,59.640212355212356,Medium
CUST00264,High_Mileage,424,142,0.3349056603773584,11554.72,27.251698113207546,67.0,True,59.63872641509434,Medium
CUST01027,High_Mileage,453,142,0.3134657836644591,10468.92,23.11019867549669,68.6,True,59.631131346578364,Medium
CUST02574,High_Mileage,597,179,0.2998324958123953,12516.75,20.96608040201005,69.1,False,59.62829983249582,Medium
CUST03802,High_Mileage,569,173,0.3040421792618629,15940.38,28.014727592267135,68.7,True,59.62668717047452,Medium
CUST02661,High_Mileage,438,140,0.319634703196347,14617.29,33.37280821917808,68.2,True,59.62663812785388,Medium
CUST00748,High_Mileage,490,148,0.3020408163265306,13318.2,27.18,69.2,True,59.62663265306123,Medium
CUST02047,High_Mileage,418,137,0.3277511961722488,14203.98,33.98081339712918,67.8,True,59.626297846889955,Medium
CUST06421,High_Mileage,411,135,0.3284671532846715,15378.5,37.41727493917275,67.9,True,59.626186131386866,Medium
CUST02222,High_Mileage,488,150,0.3073770491803279,11430.68,23.423524590163936,68.7,True,59.62508196721312,Medium
CUST02594,High_Mileage,524,153,0.2919847328244275,27995.21,53.42597328244275,70.0,False,59.6168893129771,Medium
CUST07377,High_Mileage,397,131,0.3299748110831234,11620.39,29.27050377833753,68.1,True,59.61524244332493,Medium
CUST02821,High_Mileage,483,141,0.2919254658385093,8815.27,18.251076604554868,70.3,False,59.61451863354037,Medium
CUST06007,High_Mileage,608,179,0.2944078947368421,23725.27,39.02182565789474,69.6,False,59.61381578947369,Medium
CUST01916,High_Mileage,433,147,0.3394919168591224,14876.41,34.35660508083141,66.3,True,59.6121766743649,Medium
CUST05275,High_Mileage,408,135,0.3308823529411764,9144.95,22.414093137254905,67.7,True,59.60154411764706,Medium
CUST07178,High_Mileage,480,156,0.325,10582.06,22.04595833333333,67.0,True,59.599999999999994,Medium
CUST07375,High_Mileage,338,120,0.3550295857988165,8806.15,26.05369822485207,66.9,True,59.599933431952664,Medium
CUST06702,High_Mileage,454,136,0.2995594713656387,14541.61,32.029977973568286,69.9,False,59.59862885462555,Medium
CUST00432,High_Mileage,420,140,0.3333333333333333,14142.07,33.671595238095236,67.1,True,59.590833333333336,Medium
CUST02767,High_Mileage,510,156,0.3058823529411765,16912.32,33.16141176470588,68.6,True,59.589044117647056,Medium
CUST01398,High_Mileage,546,180,0.3296703296703296,17276.38,31.641721611721614,66.1,True,59.584313186813176,Medium
CUST03321,High_Mileage,392,123,0.3137755102040816,13296.42,33.9194387755102,69.8,True,59.58352040816327,Medium
CUST05543,High_Mileage,421,130,0.3087885985748218,13593.82,32.28935866983373,69.5,True,59.580293942992874,Medium
CUST03171,High_Mileage,455,151,0.3318681318681318,15689.52,34.48246153846154,66.6,True,59.57722527472527,Medium
CUST03662,High_Mileage,404,146,0.3613861386138614,10850.02,26.856485148514853,64.7,True,59.574195544554456,Medium
CUST02546,High_Mileage,456,152,0.3333333333333333,12335.92,27.052456140350877,66.4,True,59.56333333333333,Medium
CUST07308,High_Mileage,489,145,0.2965235173824131,17403.74,35.590470347648264,69.6,False,59.559690695296524,Medium
CUST01866,High_Mileage,476,151,0.3172268907563025,9581.06,20.128277310924368,67.7,True,59.555325630252106,Medium
CUST04535,High_Mileage,435,135,0.3103448275862069,14944.77,34.35579310344828,69.0,True,59.55129310344828,Medium
CUST01813,High_Mileage,501,160,0.3193612774451098,17361.69,34.65407185628742,67.2,True,59.5507010978044,Medium
CUST00176,High_Mileage,451,146,0.3237250554323725,14421.74,31.977250554323724,67.4,True,59.550252217294904,Medium
CUST00129,High_Mileage,488,150,0.3073770491803279,17395.87,35.64727459016393,68.5,True,59.545081967213115,Medium
CUST06173,High_Mileage,563,169,0.300177619893428,12793.94,22.72458259325045,68.9,True,59.54460479573712,Medium
CUST06201,High_Mileage,404,133,0.3292079207920792,6010.06,14.876386138613862,67.8,True,59.52706683168317,Medium
CUST03783,High_Mileage,426,134,0.3145539906103286,13663.47,32.073873239436615,68.7,True,59.52340962441315,Medium
CUST05927,High_Mileage,485,145,0.2989690721649484,11850.57,24.434164948453606,69.3,False,59.51751288659794,Medium
CUST06186,High_Mileage,499,147,0.2945891783567134,19662.6,39.40400801603206,69.6,False,59.51606713426854,Medium
CUST01739,High_Mileage,559,173,0.3094812164579606,18922.49,33.85060822898033,67.9,True,59.51299865831842,Medium
CUST02751,High_Mileage,484,151,0.3119834710743802,19989.48,41.30057851239669,68.0,True,59.50933884297521,Medium
CUST02701,High_Mileage,426,130,0.3051643192488263,14527.02,34.100985915492956,69.6,True,59.50782276995305,Medium
CUST06294,High_Mileage,440,148,0.3363636363636363,17710.48,40.251090909090905,66.2,True,59.50704545454546,Medium
CUST01259,High_Mileage,408,134,0.3284313725490196,8073.11,19.78703431372549,67.7,True,59.50350490196079,Medium
CUST01107,High_Mileage,412,143,0.3470873786407767,14827.42,35.98888349514563,65.7,True,59.500995145631066,Medium
CUST07614,High_Mileage,451,131,0.2904656319290465,12201.37,27.054035476718404,70.6,False,59.49987527716186,Medium
CUST04657,High_Mileage,459,153,0.3333333333333333,14234.26,31.011459694989107,66.2,True,59.499583333333334,Medium
CUST03970,High_Mileage,435,134,0.3080459770114943,17101.68,39.31420689655173,69.1,True,59.49933908045977,Medium
CUST05499,High_Mileage,417,135,0.3237410071942446,9249.96,22.182158273381297,67.9,True,59.49214028776979,Medium
CUST05564,High_Mileage,491,153,0.3116089613034623,8077.64,16.451405295315684,67.9,True,59.4918584521385,Medium
CUST00280,High_Mileage,395,138,0.3493670886075949,15832.93,40.083367088607595,65.9,True,59.485933544303805,Medium
CUST01431,High_Mileage,455,144,0.3164835164835164,10507.07,23.09246153846154,67.9,True,59.48184065934066,Medium
CUST05773,High_Mileage,481,149,0.3097713097713098,20272.36,42.14627858627859,68.2,True,59.475852390852396,Medium
CUST00626,High_Mileage,528,158,0.2992424242424242,18461.95,34.9658143939394,68.9,False,59.46969696969697,Medium
CUST03977,High_Mileage,419,136,0.324582338902148,12261.2,29.263007159904536,67.7,True,59.469543556085924,Medium
CUST06656,High_Mileage,421,149,0.3539192399049881,10282.06,24.42294536817102,64.7,True,59.46551959619953,Medium
CUST07952,High_Mileage,430,138,0.3209302325581395,10875.93,25.29286046511628,67.8,True,59.450959302325586,Medium
CUST07765,High_Mileage,324,118,0.3641975308641975,15760.08,48.64222222222222,65.9,True,59.445401234567896,Medium
CUST03110,High_Mileage,357,131,0.3669467787114845,10526.49,29.485966386554622,64.9,True,59.440371148459384,Medium
CUST01267,High_Mileage,401,127,0.3167082294264339,11821.59,29.480274314214466,68.9,True,59.43957917705737,Medium
CUST04508,High_Mileage,411,145,0.3527980535279805,14304.18,34.80335766423358,65.0,True,59.43942214111922,Medium
CUST00735,High_Mileage,402,128,0.3184079601990049,11236.6,27.95174129353234,68.7,True,59.4375684079602,Medium
CUST02143,High_Mileage,444,137,0.3085585585585585,12154.62,27.37527027027027,68.7,True,59.432342342342345,Medium
CUST01158,High_Mileage,373,136,0.3646112600536193,7422.7,19.9,64.8,True,59.43070040214478,Medium
CUST04314,High_Mileage,441,143,0.3242630385487528,22169.05,50.269954648526074,67.2,True,59.430521541950114,Medium
CUST04094,High_Mileage,505,148,0.293069306930693,12168.51,24.096059405940593,69.5,False,59.427772277227724,Medium
CUST07228,High_Mileage,448,142,0.3169642857142857,17624.37,39.34011160714285,67.8,True,59.42732142857143,Medium
CUST07045,High_Mileage,578,171,0.2958477508650519,14943.78,25.85429065743945,69.0,False,59.426410034602085,Medium
CUST00186,High_Mileage,460,138,0.3,9697.05,21.080543478260868,69.3,True,59.412499999999994,Medium
CUST01682,High_Mileage,476,145,0.3046218487394957,8789.42,18.46516806722689,68.6,True,59.41112394957983,Medium
CUST05876,High_Mileage,496,139,0.2802419354838709,20553.78,41.43907258064516,70.8,False,59.41092741935484,Medium
CUST07233,High_Mileage,451,139,0.3082039911308204,7035.77,15.60037694013304,68.6,True,59.40940964523281,Medium
CUST04898,High_Mileage,444,142,0.3198198198198198,13404.07,30.18934684684685,67.5,True,59.402792792792795,Medium
CUST06267,High_Mileage,486,156,0.3209876543209876,14047.93,28.90520576131687,66.8,True,59.402006172839506,Medium
CUST03187,High_Mileage,376,123,0.3271276595744681,12734.44,33.868191489361706,68.4,True,59.393856382978726,Medium
CUST04810,High_Mileage,366,120,0.3278688524590163,9242.61,25.25303278688525,68.5,True,59.388504098360656,Medium
CUST03574,High_Mileage,483,145,0.3002070393374741,11504.7,23.819254658385095,68.9,True,59.38578157349896,Medium
CUST02051,High_Mileage,361,123,0.3407202216066482,16976.11,47.025235457063715,67.3,True,59.37755886426593,Medium
CUST01997,High_Mileage,521,147,0.2821497120921305,15254.88,29.28,70.4,False,59.37723848368523,Medium
CUST06830,High_Mileage,484,145,0.2995867768595041,16072.87,33.20840909090909,68.9,False,59.37347107438016,Medium
CUST04703,High_Mileage,367,123,0.335149863760218,12097.22,32.962452316076295,67.7,True,59.36849455040872,Medium
CUST06563,High_Mileage,389,123,0.3161953727506427,13618.6,35.009254498714654,69.1,True,59.362814910025705,Medium
CUST04956,High_Mileage,661,193,0.291981845688351,26150.12,39.56145234493192,69.2,False,59.35927382753404,Medium
CUST05597,High_Mileage,470,133,0.2829787234042553,13927.6,29.633191489361703,70.7,False,59.341648936170216,Medium
CUST03559,High_Mileage,399,128,0.3208020050125313,10835.03,27.15546365914787,68.3,True,59.33958020050125,Medium
CUST02631,High_Mileage,429,137,0.3193473193473193,9213.82,21.477435897435896,67.7,True,59.337642773892775,Medium
CUST07918,High_Mileage,540,158,0.2925925925925925,19391.33,35.90987037037036,69.2,False,59.3362037037037,Medium
CUST03318,High_Mileage,420,131,0.3119047619047619,12618.92,30.04504761904762,68.6,True,59.333690476190476,Medium
CUST04103,High_Mileage,494,144,0.291497975708502,19390.52,39.25206477732794,69.5,False,59.332419028340084,Medium
CUST05053,High_Mileage,435,130,0.2988505747126437,11252.0,25.866666666666667,69.6,False,59.331522988505746,Medium
CUST06572,High_Mileage,408,133,0.3259803921568627,13596.84,33.32558823529412,67.5,True,59.32546568627451,Medium
CUST07507,High_Mileage,407,130,0.3194103194103194,8703.96,21.385651105651103,68.2,True,59.32266277641278,Medium
CUST02415,High_Mileage,435,139,0.3195402298850575,17979.96,41.333241379310344,67.5,True,59.3191091954023,Medium
CUST01668,High_Mileage,410,139,0.3390243902439024,12143.36,29.617951219512197,66.1,True,59.3184756097561,Medium
CUST04400,High_Mileage,443,132,0.2979683972911964,9631.81,21.74223476297968,69.5,False,59.317485891647856,Medium
CUST04622,High_Mileage,435,142,0.3264367816091954,12298.32,28.272,66.8,True,59.31497126436782,Medium
CUST06863,High_Mileage,409,140,0.3422982885085575,13563.46,33.16249388753056,65.8,True,59.314431540342305,Medium
CUST01729,High_Mileage,397,126,0.3173803526448362,11543.19,29.076045340050378,68.6,True,59.31146410579345,Medium
CUST01365,High_Mileage,522,150,0.2873563218390804,17181.48,32.91471264367816,69.7,False,59.309252873563224,Medium
CUST02547,High_Mileage,428,136,0.3177570093457944,9655.28,22.55906542056075,67.8,True,59.30653037383178,Medium
CUST00568,High_Mileage,437,134,0.3066361556064073,11880.29,27.186018306636154,68.7,True,59.299196224256306,Medium
CUST05836,High_Mileage,471,152,0.3227176220806794,11495.56,24.406709129511675,66.6,True,59.298704883227174,Medium
CUST03259,High_Mileage,407,133,0.3267813267813267,16101.63,39.56174447174447,67.4,True,59.297503071253075,Medium
CUST03636,High_Mileage,461,147,0.3188720173535792,12615.65,27.36583514099783,67.1,True,59.29613069414317,Medium
CUST05115,High_Mileage,412,131,0.3179611650485437,9889.08,24.0026213592233,68.1,True,59.29594660194175,Medium
CUST02142,High_Mileage,474,138,0.2911392405063291,19973.51,42.13820675105485,69.7,False,59.29556962025317,Medium
CUST05308,High_Mileage,421,135,0.3206650831353919,12943.0,30.743467933491686,67.6,True,59.295353325415675,Medium
CUST03724,High_Mileage,476,136,0.2857142857142857,22527.83,47.32737394957984,70.2,False,59.29482142857143,Medium
CUST01126,High_Mileage,327,114,0.3486238532110092,10305.88,31.516452599388376,67.0,True,59.28245412844037,Medium
CUST05413,High_Mileage,468,143,0.3055555555555556,9784.92,20.907948717948717,68.3,True,59.27597222222222,Medium
CUST05320,High_Mileage,415,131,0.3156626506024096,8816.68,21.245012048192773,68.2,True,59.27275602409639,Medium
CUST01883,High_Mileage,501,155,0.3093812375249501,14486.7,28.91556886227545,67.5,True,59.27149950099801,Medium
CUST06155,High_Mileage,407,125,0.3071253071253071,13507.47,33.187886977886976,69.3,True,59.271262285012284,Medium
CUST04853,High_Mileage,418,127,0.3038277511961722,14954.42,35.776124401913876,69.3,True,59.26936004784689,Medium
CUST06048,High_Mileage,472,123,0.2605932203389831,16006.88,33.9128813559322,72.7,False,59.263728813559325,Medium
CUST06660,High_Mileage,408,136,0.3333333333333333,8787.83,21.538799019607843,66.6,True,59.25958333333333,Medium
CUST05913,High_Mileage,433,131,0.302540415704388,21677.77,50.064133949191685,69.1,True,59.254116628175524,Medium
CUST00272,High_Mileage,460,138,0.3,14366.68,31.23191304347826,68.9,True,59.2525,Medium
CUST07861,High_Mileage,459,124,0.2701525054466231,10304.46,22.449803921568627,71.9,False,59.25235021786493,Medium
CUST04553,High_Mileage,395,127,0.3215189873417721,8358.14,21.159848101265823,68.1,True,59.25200949367088,Medium
CUST01913,High_Mileage,415,132,0.3180722891566265,11502.75,27.71746987951807,67.9,True,59.24914156626507,Medium
CUST06391,High_Mileage,365,113,0.3095890410958904,8293.21,22.72112328767123,70.0,True,59.24606164383562,Medium
CUST04032,High_Mileage,433,140,0.3233256351039261,8309.37,19.19023094688222,67.0,True,59.24552540415705,Medium
CUST07163,High_Mileage,514,164,0.3190661478599221,11848.35,23.05126459143969,66.4,True,59.24264591439689,Medium
CUST07089,High_Mileage,443,136,0.3069977426636568,14438.0,32.591422121896166,68.4,True,59.23865970654628,Medium
CUST06732,High_Mileage,484,154,0.3181818181818182,15335.79,31.685516528925618,66.7,True,59.237272727272725,Medium
CUST01512,High_Mileage,467,132,0.2826552462526767,21324.36,45.66244111349037,70.5,False,59.23245985010708,Medium
CUST06749,High_Mileage,418,132,0.3157894736842105,10506.29,25.134665071770335,68.0,True,59.22782894736843,Medium
CUST05174,High_Mileage,509,143,0.280943025540275,8267.7,16.24302554027505,70.2,False,59.226471021611005,Medium
CUST03892,High_Mileage,430,133,0.3093023255813953,12807.46,29.784790697674417,68.4,True,59.22584302325582,Medium
CUST01694,High_Mileage,519,158,0.3044315992292871,16383.93,31.56826589595376,67.8,True,59.224763969171484,Medium
CUST05840,High_Mileage,409,134,0.3276283618581907,13996.65,34.22163814180929,67.0,True,59.20763447432763,Medium
CUST07066,High_Mileage,407,128,0.3144963144963145,10945.17,26.892309582309583,68.4,True,59.20610257985258,Medium
CUST04692,High_Mileage,426,131,0.3075117370892019,12121.27,28.45368544600939,68.6,True,59.201719483568084,Medium
CUST00133,High_Mileage,346,120,0.3468208092485549,10114.3,29.232080924855488,66.5,True,59.194082369942194,Medium
CUST04446,High_Mileage,497,139,0.2796780684104628,12848.78,25.85267605633803,70.3,False,59.19337273641852,Medium
CUST01016,High_Mileage,539,145,0.2690166975881262,21049.0,39.05194805194805,71.2,False,59.19066790352505,Medium
CUST05319,High_Mileage,385,123,0.3194805194805195,11842.77,30.76044155844156,68.4,True,59.190470779220774,Medium
CUST04927,High_Mileage,438,133,0.3036529680365297,18569.7,42.39657534246575,68.7,True,59.1873687214612,Medium
CUST03451,High_Mileage,443,131,0.2957110609480812,10500.52,23.703205417607226,69.4,False,59.18719243792326,Medium
CUST07528,High_Mileage,452,134,0.2964601769911504,16422.26,36.33243362831858,69.2,False,59.18715707964602,Medium
CUST05255,High_Mileage,390,130,0.3333333333333333,8402.58,21.545076923076923,66.9,True,59.18083333333334,Medium
CUST00306,High_Mileage,458,144,0.314410480349345,13219.96,28.864541484716156,67.3,True,59.1776692139738,Medium
CUST01646,High_Mileage,414,124,0.2995169082125604,12398.76,29.94869565217391,69.6,False,59.17567632850242,Medium
CUST07373,High_Mileage,441,134,0.3038548752834467,20533.4,46.56099773242631,68.6,True,59.174195011337865,Medium
CUST02424,High_Mileage,406,138,0.3399014778325123,12630.01,31.108399014778325,65.8,True,59.16855911330049,Medium
CUST06812,High_Mileage,489,148,0.3026584867075664,13316.01,27.231104294478527,68.0,True,59.16508946830266,Medium
CUST05628,High_Mileage,399,137,0.3433583959899749,19189.27,48.09340852130326,65.6,True,59.16183583959899,Medium
CUST04077,High_Mileage,420,127,0.3023809523809523,9537.18,22.70757142857143,69.1,True,59.1527380952381,Medium
CUST06025,High_Mileage,489,140,0.2862985685071574,11523.98,23.56642126789366,69.6,False,59.150692740286296,Medium
CUST04509,High_Mileage,391,126,0.3222506393861892,10057.56,25.722659846547312,67.9,True,59.15002557544757,Medium
CUST00247,High_Mileage,364,117,0.3214285714285714,13014.5,35.754120879120876,68.6,True,59.14714285714285,Medium
CUST03940,High_Mileage,470,134,0.2851063829787234,14854.58,31.605489361702126,70.0,False,59.14675531914894,Medium
CUST05955,High_Mileage,429,122,0.2843822843822843,8193.74,19.09962703962704,70.7,False,59.13904137529137,Medium
CUST03119,High_Mileage,433,121,0.279445727482679,14752.56,34.070577367205544,71.1,False,59.13032909930716,Medium
CUST01949,High_Mileage,392,124,0.3163265306122449,10261.75,26.177933673469383,68.4,True,59.1255612244898,Medium
CUST03816,High_Mileage,450,131,0.2911111111111111,11802.98,26.228844444444444,69.6,False,59.119444444444454,Medium
CUST06570,High_Mileage,400,124,0.31,12189.86,30.47465,68.8,True,59.11750000000001,Medium
CUST01181,High_Mileage,380,123,0.3236842105263158,14414.17,37.93202631578947,67.9,True,59.11361842105264,Medium
CUST06998,High_Mileage,412,122,0.2961165048543689,10556.41,25.62235436893204,69.8,False,59.10216019417476,Medium
CUST00636,High_Mileage,439,134,0.3052391799544419,17293.8,39.39362186788155,68.3,True,59.098317198177675,Medium
CUST07034,High_Mileage,405,126,0.3111111111111111,8896.65,21.96703703703704,68.5,True,59.09444444444445,Medium
CUST06614,High_Mileage,511,153,0.299412915851272,14662.81,28.694344422700585,68.0,False,59.09401663405089,Medium
CUST07749,High_Mileage,452,132,0.2920353982300885,19385.84,42.88902654867257,69.4,False,59.09016592920354,Medium
CUST00193,High_Mileage,370,116,0.3135135135135135,10866.62,29.369243243243247,69.1,True,59.08804054054054,Medium
CUST03581,High_Mileage,351,125,0.3561253561253561,13895.69,39.5888603988604,65.2,True,59.08751424501425,Medium
CUST03998,High_Mileage,385,117,0.3038961038961039,9434.55,24.505324675324673,69.7,True,59.087094155844156,Medium
