customer_id,customer_segment,city,total_sessions,total_energy_kwh,avg_energy_kwh,avg_duration_minutes,peak_sessions,peak_share,off_peak_share,weekend_share,time_diversity_score,flexibility_score,flexibility_category,peak_dependence,behavioural_confidence,intervention_eligible,intervention_priority
CUST00014,Price_Sensitive,Bengaluru,70,1372.6,19.608571428571427,76.58571428571429,23,0.32857142857142857,0.6714285714285715,0.3,80.5189728391586,63.7,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00015,Convenience_First,Ahmedabad,39,985.91,25.27974358974359,51.666666666666664,11,0.28205128205128205,0.717948717948718,0.41025641025641024,83.3891765624963,69.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00016,High_Mileage,Bengaluru,295,9162.15,31.05813559322034,62.80677966101695,79,0.2677966101694915,0.7322033898305085,0.3254237288135593,94.94962725889916,71.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00017,Price_Sensitive,Chennai,113,2101.9,18.600884955752214,72.8141592920354,34,0.3008849557522124,0.6991150442477876,0.2743362831858407,88.29570944143445,66.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00018,Price_Sensitive,Mumbai,125,2300.51,18.40408,80.888,45,0.36,0.64,0.32,87.51454950225511,64.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00019,Routine_Commuter,Chennai,105,2126.73,20.254571428571428,80.24761904761905,38,0.3619047619047619,0.638095238095238,0.23809523809523808,82.08021459223855,61.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00020,Routine_Commuter,Bengaluru,116,2230.13,19.225258620689655,68.43103448275862,39,0.33620689655172414,0.6637931034482758,0.3103448275862069,82.5090860120252,64.1,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00021,Convenience_First,Mumbai,72,1809.83,25.136527777777776,70.26388888888889,22,0.3055555555555556,0.6944444444444444,0.3333333333333333,85.45612534999427,67.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00022,Price_Sensitive,Ahmedabad,89,2728.72,30.659775280898874,82.96629213483146,34,0.38202247191011235,0.6179775280898876,0.24719101123595505,84.07771263826001,61.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00023,Convenience_First,Hyderabad,59,1517.21,25.71542372881356,49.05084745762712,19,0.3220338983050847,0.6779661016949152,0.3559322033898305,84.36123132842148,66.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00024,Routine_Commuter,Delhi NCR,140,5789.8,41.355714285714285,87.97142857142858,44,0.3142857142857143,0.6857142857142857,0.30714285714285716,89.01730763595233,67.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00025,Routine_Commuter,Bengaluru,161,3543.87,22.011614906832296,73.03726708074534,44,0.2732919254658385,0.7267080745341614,0.32298136645962733,89.77532086896083,69.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00026,Routine_Commuter,Bengaluru,161,4372.04,27.15552795031056,74.25465838509317,55,0.3416149068322981,0.6583850931677019,0.2732919254658385,89.66606367978147,65.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00027,Convenience_First,Mumbai,74,1551.98,20.9727027027027,72.8108108108108,27,0.36486486486486486,0.6351351351351351,0.2702702702702703,89.30927977547628,64.0,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00028,Routine_Commuter,Mumbai,105,2060.89,19.627523809523808,77.57142857142857,36,0.34285714285714286,0.6571428571428571,0.24761904761904763,89.48499561013084,64.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00029,Routine_Commuter,Lucknow,175,2690.72,15.375542857142856,43.325714285714284,46,0.26285714285714284,0.7371428571428571,0.37714285714285717,89.49377178121338,71.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00030,Routine_Commuter,Delhi NCR,138,3070.78,22.25202898550725,79.92028985507247,40,0.2898550724637681,0.7101449275362319,0.26811594202898553,92.50222323729463,68.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00031,Routine_Commuter,Hyderabad,149,2521.41,16.92221476510067,51.06711409395973,43,0.28859060402684567,0.7114093959731543,0.2550335570469799,87.90051738862972,67.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00032,Convenience_First,Kolkata,75,1693.49,22.579866666666668,48.21333333333333,25,0.3333333333333333,0.6666666666666667,0.22666666666666666,85.58224714799239,63.5,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00033,Price_Sensitive,Mumbai,68,1428.6200000000001,21.009117647058826,77.86764705882354,17,0.25,0.75,0.27941176470588236,84.87442948847219,68.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00034,Price_Sensitive,Jaipur,72,748.74,10.399166666666666,46.77777777777778,20,0.2777777777777778,0.7222222222222222,0.2777777777777778,86.2337286077075,67.5,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00035,Convenience_First,Bengaluru,93,2298.28,24.712688172043013,62.623655913978496,33,0.3548387096774194,0.6451612903225806,0.25806451612903225,84.33709140315302,62.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00036,Routine_Commuter,Bengaluru,145,3523.26,24.29834482758621,83.29655172413793,36,0.2482758620689655,0.7517241379310344,0.2896551724137931,87.3353907260735,69.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00037,High_Mileage,Delhi NCR,330,9571.75,29.00530303030303,54.31515151515151,98,0.296969696969697,0.703030303030303,0.3242424242424242,90.01219851278239,68.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00038,Convenience_First,Hyderabad,34,518.99,15.264411764705883,28.558823529411764,15,0.4411764705882353,0.5588235294117647,0.3235294117647059,78.71581095856712,58.0,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00039,Routine_Commuter,Mumbai,161,4075.61,25.31434782608696,101.25465838509317,60,0.37267080745341613,0.6273291925465838,0.2546583850931677,89.46874391646463,63.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00040,High_Mileage,Chandigarh,327,3872.64,11.842935779816514,30.636085626911314,100,0.3058103975535168,0.6941896024464832,0.28134556574923547,90.18053291035152,67.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00041,Convenience_First,Ahmedabad,61,1599.78,26.22590163934426,49.59016393442623,23,0.3770491803278688,0.6229508196721312,0.3114754098360656,84.42074324899535,62.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00042,Routine_Commuter,Mumbai,107,2502.89,23.391495327102803,87.77570093457943,30,0.2803738317757009,0.719626168224299,0.3925233644859813,88.76546935246996,70.5,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00043,Convenience_First,Ahmedabad,70,1577.69,22.53842857142857,49.41428571428571,27,0.38571428571428573,0.6142857142857143,0.2571428571428571,86.80187109723245,61.9,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00044,High_Mileage,Bengaluru,347,12792.86,36.86703170028819,64.36599423631124,101,0.2910662824207493,0.7089337175792507,0.27953890489913547,94.28309313417864,69.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00045,Routine_Commuter,Hyderabad,74,1273.76,17.212972972972974,51.986486486486484,22,0.2972972972972973,0.7027027027027026,0.22972972972972974,88.4870202855813,66.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00046,Routine_Commuter,Jaipur,129,2510.39,19.460387596899224,71.51162790697674,41,0.3178294573643411,0.6821705426356589,0.27906976744186046,92.9181939805619,67.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00047,Routine_Commuter,Kochi,193,6993.28,36.23461139896373,92.15544041450777,61,0.3160621761658031,0.6839378238341969,0.3316062176165803,89.53919314319006,67.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00048,Price_Sensitive,Hyderabad,84,2350.64,27.983809523809523,91.78571428571429,20,0.23809523809523808,0.7619047619047619,0.21428571428571427,90.19595818501806,69.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00049,Routine_Commuter,Bengaluru,143,1810.31,12.65951048951049,52.28671328671329,42,0.2937062937062937,0.7062937062937062,0.32867132867132864,92.96479875353288,69.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00050,High_Mileage,Pune,282,9152.05,32.4540780141844,68.26950354609929,96,0.3404255319148936,0.6595744680851063,0.32978723404255317,88.7986823730116,66.2,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00051,Routine_Commuter,Hyderabad,181,3419.27,18.890994475138122,60.370165745856355,57,0.3149171270718232,0.6850828729281768,0.2541436464088398,89.22897149233148,66.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00052,Convenience_First,Bengaluru,103,2716.44,26.373203883495147,60.79611650485437,32,0.3106796116504854,0.6893203883495146,0.24271844660194175,89.21567222227458,66.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00053,Price_Sensitive,Hyderabad,105,2558.44,24.366095238095237,84.12380952380953,24,0.22857142857142856,0.7714285714285715,0.3047619047619048,95.07975130738704,73.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00054,Price_Sensitive,Delhi NCR,138,3583.7,25.968840579710143,85.72463768115942,53,0.38405797101449274,0.6159420289855073,0.2753623188405797,87.70872321534851,62.6,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00055,Routine_Commuter,Mumbai,83,1530.84,18.443855421686745,78.75903614457832,29,0.3493975903614458,0.6506024096385542,0.26506024096385544,86.28215726134616,63.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00056,Routine_Commuter,Delhi NCR,109,3186.09,29.230183486238534,68.76146788990826,33,0.30275229357798167,0.6972477064220184,0.22018348623853212,87.64511552987709,65.6,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00057,High_Mileage,Lucknow,360,12350.98,34.308277777777775,59.702777777777776,91,0.25277777777777777,0.7472222222222222,0.3138888888888889,94.9563628132092,72.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00058,High_Mileage,Pune,418,12296.6,29.4177033492823,65.91387559808612,112,0.2679425837320574,0.7320574162679425,0.2942583732057416,90.80663881286888,69.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00059,Price_Sensitive,Pune,71,1880.81,26.490281690140844,83.30985915492958,20,0.28169014084507044,0.7183098591549295,0.2535211267605634,88.93899612696639,67.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00060,Convenience_First,Bengaluru,77,2740.05,35.585064935064935,65.44155844155844,27,0.35064935064935066,0.6493506493506493,0.3116883116883117,85.17766095881281,64.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00061,Routine_Commuter,Mumbai,146,4225.58,28.942328767123286,106.33561643835617,41,0.2808219178082192,0.7191780821917808,0.2328767123287671,88.15362725548505,67.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00062,Routine_Commuter,Mumbai,175,2445.92,13.976685714285715,66.44571428571429,47,0.26857142857142857,0.7314285714285714,0.35428571428571426,89.87594438221275,70.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00063,High_Mileage,Mumbai,292,6426.56,22.008767123287672,57.20205479452055,102,0.3493150684931507,0.6506849315068493,0.2465753424657534,90.23501007565076,64.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00064,Routine_Commuter,Delhi NCR,119,3265.2,27.438655462184872,68.02521008403362,42,0.35294117647058826,0.6470588235294117,0.2857142857142857,87.11089134184887,64.2,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00065,Routine_Commuter,Hyderabad,140,2673.21,19.09435714285714,51.0,49,0.35,0.65,0.25,89.93865217925618,64.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00066,Routine_Commuter,Chennai,169,4810.91,28.466923076923077,96.68639053254438,54,0.31952662721893493,0.680473372781065,0.3254437869822485,89.42344061825204,67.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00067,Convenience_First,Kolkata,83,2477.08,29.84433734939759,74.2289156626506,29,0.3493975903614458,0.6506024096385542,0.20481927710843373,82.80460475017306,61.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00068,High_Mileage,Ahmedabad,448,11136.39,24.858013392857142,42.75669642857143,127,0.28348214285714285,0.7165178571428572,0.32589285714285715,92.05990219687382,70.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00069,Routine_Commuter,Bengaluru,110,2028.05,18.436818181818182,67.71818181818182,32,0.2909090909090909,0.7090909090909091,0.2545454545454545,85.18718139663629,66.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00070,Price_Sensitive,Ahmedabad,90,934.72,10.385777777777777,42.31111111111111,23,0.25555555555555554,0.7444444444444445,0.3111111111111111,90.03168642026839,70.5,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00071,Convenience_First,Hyderabad,91,1855.41,20.38912087912088,38.24175824175824,25,0.27472527472527475,0.7252747252747253,0.2087912087912088,82.80848246553441,65.3,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00072,Routine_Commuter,Pune,113,1975.6,17.483185840707964,66.60176991150442,36,0.3185840707964602,0.6814159292035398,0.26548672566371684,86.99913409466772,65.5,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00073,Convenience_First,Ahmedabad,75,2540.02,33.866933333333336,74.4,31,0.41333333333333333,0.5866666666666667,0.29333333333333333,81.49734635133413,59.6,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00074,Convenience_First,Delhi NCR,119,3535.71,29.7118487394958,53.32773109243698,39,0.3277310924369748,0.6722689075630253,0.2773109243697479,83.28813857804796,64.1,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00075,Routine_Commuter,Delhi NCR,94,2748.14,29.235531914893617,69.7872340425532,33,0.35106382978723405,0.648936170212766,0.23404255319148937,82.06382750519126,61.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00076,Routine_Commuter,Kolkata,190,5811.5,30.58684210526316,97.87368421052632,62,0.3263157894736842,0.6736842105263158,0.32105263157894737,87.65662373109012,66.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00077,Price_Sensitive,Mumbai,91,2643.24,29.046593406593406,98.18681318681318,35,0.38461538461538464,0.6153846153846154,0.25274725274725274,88.46852644205782,62.4,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00078,Convenience_First,Chandigarh,72,1811.93,25.165694444444444,57.44444444444444,27,0.375,0.625,0.2222222222222222,83.47741385119913,60.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00079,Price_Sensitive,Pune,136,2862.01,21.04419117647059,89.82352941176471,49,0.3602941176470588,0.6397058823529411,0.34558823529411764,90.52376849615388,66.1,High Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00080,High_Mileage,Bengaluru,336,7265.0,21.62202380952381,41.12797619047619,95,0.28273809523809523,0.7172619047619048,0.3244047619047619,91.74648953495895,69.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00081,Convenience_First,Lucknow,96,3030.05,31.563020833333336,60.333333333333336,31,0.3229166666666667,0.6770833333333333,0.28125,81.53667671029325,63.9,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00082,High_Mileage,Ahmedabad,432,11770.34,27.24615740740741,41.226851851851855,151,0.34953703703703703,0.650462962962963,0.3101851851851852,93.5358227904041,66.8,High Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00083,High_Mileage,Jaipur,301,10162.61,33.76282392026578,61.521594684385384,96,0.31893687707641194,0.6810631229235881,0.2724252491694352,92.36819495122384,67.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00084,Routine_Commuter,Chennai,87,1680.46,19.315632183908047,77.3103448275862,31,0.3563218390804598,0.6436781609195402,0.3793103448275862,88.74709756109381,66.4,High Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00085,Price_Sensitive,Ahmedabad,61,1435.57,23.533934426229507,65.72131147540983,17,0.2786885245901639,0.7213114754098361,0.21311475409836064,84.22471880371246,65.6,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00086,High_Mileage,Pune,319,7439.83,23.322351097178682,55.275862068965516,95,0.29780564263322884,0.7021943573667712,0.3322884012539185,92.93714307683159,69.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00087,Routine_Commuter,Hyderabad,156,3325.67,21.318397435897435,64.12820512820512,64,0.41025641025641024,0.5897435897435898,0.32051282051282054,87.39874029703567,62.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00088,Routine_Commuter,Lucknow,106,2612.7,24.64811320754717,72.16037735849056,31,0.29245283018867924,0.7075471698113207,0.27358490566037735,88.2526027666167,67.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00089,Routine_Commuter,Delhi NCR,106,3148.18,29.699811320754716,76.88679245283019,39,0.36792452830188677,0.6320754716981132,0.33962264150943394,85.65790724202186,64.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00090,Price_Sensitive,Lucknow,58,1564.95,26.981896551724137,89.53448275862068,21,0.3620689655172414,0.6379310344827587,0.29310344827586204,80.84702746434111,62.0,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00091,Routine_Commuter,Pune,134,4314.38,32.196865671641795,105.07462686567165,47,0.35074626865671643,0.6492537313432836,0.3358208955223881,88.58906156388596,65.8,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00092,Price_Sensitive,Delhi NCR,127,1536.49,12.098346456692914,52.52755905511811,38,0.2992125984251969,0.7007874015748031,0.2755905511811024,91.38741157869732,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00093,Routine_Commuter,Ahmedabad,115,3271.53,28.448086956521742,81.28695652173913,35,0.30434782608695654,0.6956521739130435,0.2956521739130435,90.88973376329251,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00094,Routine_Commuter,Pune,157,2942.11,18.73955414012739,65.37579617834395,48,0.3057324840764331,0.694267515923567,0.27388535031847133,88.96666933263106,66.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00095,Price_Sensitive,Kolkata,107,2005.31,18.741214953271026,74.17757009345794,32,0.29906542056074764,0.7009345794392523,0.3177570093457944,88.67195864194069,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00096,Convenience_First,Delhi NCR,69,2370.87,34.36043478260869,63.65217391304348,24,0.34782608695652173,0.6521739130434783,0.2028985507246377,83.17604807201859,61.6,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00097,Price_Sensitive,Kolkata,80,1889.79,23.622374999999998,92.4,27,0.3375,0.6625,0.3375,87.51172044894756,66.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00098,Convenience_First,Kochi,72,1433.12,19.904444444444444,62.65277777777778,20,0.2777777777777778,0.7222222222222222,0.2916666666666667,88.04068210430478,68.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00099,Routine_Commuter,Chennai,170,4407.86,25.928588235294114,92.33529411764705,65,0.38235294117647056,0.6176470588235294,0.3235294117647059,87.27276241320548,63.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00100,Routine_Commuter,Kochi,125,2450.81,19.60648,76.648,39,0.312,0.688,0.352,87.50361024068508,67.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00101,Convenience_First,Pune,92,1647.85,17.91141304347826,47.52173913043478,29,0.31521739130434784,0.6847826086956521,0.30434782608695654,90.82529479374982,67.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00102,Convenience_First,Pune,64,1998.13,31.22078125,69.90625,19,0.296875,0.703125,0.21875,86.75671487137177,65.6,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00103,Price_Sensitive,Jaipur,77,1631.71,21.191038961038963,77.33766233766234,17,0.22077922077922077,0.7792207792207793,0.2597402597402597,89.92805739502528,71.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00104,Routine_Commuter,Lucknow,102,3633.3,35.62058823529412,88.66666666666667,32,0.3137254901960784,0.6862745098039216,0.22549019607843138,90.14363622339646,65.9,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00105,Routine_Commuter,Bengaluru,156,2628.93,16.852115384615384,57.62820512820513,52,0.3333333333333333,0.6666666666666667,0.23717948717948717,86.13990652835024,63.9,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00106,Convenience_First,Hyderabad,84,2895.37,34.468690476190474,65.44047619047619,26,0.30952380952380953,0.6904761904761905,0.27380952380952384,88.07907604038444,66.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00107,Routine_Commuter,Delhi NCR,129,2471.59,19.159612403100777,56.06201550387597,36,0.27906976744186046,0.7209302325581395,0.26356589147286824,88.15202863035788,67.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00108,Convenience_First,Hyderabad,76,2082.48,27.40105263157895,53.10526315789474,32,0.42105263157894735,0.5789473684210527,0.2631578947368421,84.39769206955323,59.5,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00109,Convenience_First,Delhi NCR,48,1039.68,21.66,49.708333333333336,15,0.3125,0.6875,0.22916666666666666,84.56268342539452,64.3,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00110,Routine_Commuter,Bengaluru,179,2587.64,14.45608938547486,48.53072625698324,63,0.35195530726256985,0.6480446927374302,0.31843575418994413,89.2740264930636,65.6,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00111,Convenience_First,Chandigarh,48,1292.74,26.932083333333335,58.291666666666664,16,0.3333333333333333,0.6666666666666667,0.25,76.70049221059682,61.3,Moderate Flexibility,Moderate Peak Dependence,High,False,Not Eligible
CUST00112,Routine_Commuter,Delhi NCR,93,1328.31,14.282903225806452,46.795698924731184,24,0.25806451612903225,0.7419354838709677,0.21505376344086022,88.92446689701397,68.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00113,Price_Sensitive,Jaipur,80,1421.45,17.768125,65.8375,24,0.3,0.7,0.2625,83.34127166494594,65.3,Moderate Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00114,Price_Sensitive,Mumbai,86,2231.99,25.953372093023255,89.47674418604652,24,0.27906976744186046,0.7209302325581395,0.26744186046511625,86.65570221544326,67.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00115,Convenience_First,Chandigarh,112,4473.56,39.9425,59.044642857142854,43,0.38392857142857145,0.6160714285714286,0.3482142857142857,85.93996944637372,63.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00116,Convenience_First,Chandigarh,97,2382.46,24.561443298969074,42.90721649484536,38,0.3917525773195876,0.6082474226804124,0.27835051546391754,84.30031657457384,61.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00117,Routine_Commuter,Delhi NCR,120,1782.89,14.857416666666667,43.45,41,0.3416666666666667,0.6583333333333333,0.225,84.86707023938058,62.9,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00118,Routine_Commuter,Kochi,157,4657.32,29.664458598726114,98.34394904458598,38,0.24203821656050956,0.7579617834394905,0.267515923566879,84.73651426610978,68.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00119,Price_Sensitive,Pune,98,2440.01,24.898061224489798,90.04081632653062,32,0.32653061224489793,0.6734693877551021,0.30612244897959184,89.96383758133855,66.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00120,Routine_Commuter,Chandigarh,108,1876.58,17.37574074074074,47.26851851851852,27,0.25,0.75,0.24074074074074073,84.64810768183982,67.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible
CUST00121,Routine_Commuter,Delhi NCR,131,3677.3,28.070992366412217,71.32824427480917,53,0.40458015267175573,0.5954198473282443,0.22137404580152673,86.35856084335266,60.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
CUST00122,Convenience_First,Bengaluru,66,1876.82,28.436666666666667,61.5,24,0.36363636363636365,0.6363636363636364,0.2878787878787879,83.00037926859054,62.5,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority
