customer_id,customer_segment_x,city,total_sessions,total_energy_kwh,avg_energy_kwh,avg_duration_minutes,peak_sessions,peak_share,off_peak_share,weekend_share,time_diversity_score,flexibility_score,flexibility_category,peak_dependence,behavioural_confidence,intervention_eligible,intervention_priority,customer_segment_y,eligible_for_intervention,intervention_score,priority_band,estimated_shiftable_peak_sessions
CUST00791,High_Mileage,Mumbai,476,13668.4,28.715126050420167,65.43487394957984,170,0.3571428571428571,0.6428571428571428,0.2899159663865546,90.8282136474433,65.2,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,60.15196428571429,Medium,110.84
CUST06124,High_Mileage,Mumbai,435,12873.13,29.593402298850577,76.12413793103448,145,0.3333333333333333,0.6666666666666667,0.367816091954023,91.49002023831817,68.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.11083333333333,Medium,98.74499999999999
CUST02019,High_Mileage,Jaipur,426,16865.23,39.58974178403756,67.29577464788733,146,0.3427230046948357,0.6572769953051643,0.3403755868544601,92.08411957538212,67.3,High Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,60.09017018779343,Medium,98.258
CUST00987,High_Mileage,Bengaluru,474,13962.98,29.45776371308017,54.9789029535865,159,0.3354430379746835,0.6645569620253164,0.3312236286919831,91.09363653453232,67.2,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.06772151898735,Medium,106.84800000000001
CUST01986,High_Mileage,Pune,538,21709.1,40.35148698884758,72.86802973977696,178,0.3308550185873606,0.6691449814126393,0.328996282527881,90.44754528612349,67.2,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.06170074349443,Medium,119.61600000000001
CUST07718,High_Mileage,Chennai,464,11966.25,25.78933189655172,68.71551724137932,152,0.3275862068965517,0.6724137931034483,0.3491379310344827,91.56040105008604,68.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.05594827586208,Medium,103.51199999999999
CUST07708,High_Mileage,Lucknow,487,19869.83,40.80047227926078,66.59548254620123,154,0.3162217659137577,0.6837782340862423,0.3470225872689938,92.69134629039232,68.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.053870636550315,Medium,106.10600000000001
CUST06258,High_Mileage,Mumbai,545,10547.7,19.353577981651377,57.83119266055046,180,0.3302752293577982,0.6697247706422018,0.2954128440366972,92.61948374119574,67.2,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.04600917431193,Medium,120.96000000000001
CUST02128,High_Mileage,Hyderabad,555,19111.57,34.43526126126126,56.71351351351351,182,0.3279279279279279,0.6720720720720721,0.3243243243243243,90.8735077431835,67.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.04461711711712,Medium,122.668
CUST01899,High_Mileage,Ahmedabad,426,14953.42,35.101924882629106,61.586854460093896,141,0.3309859154929577,0.6690140845070423,0.352112676056338,92.64756778251696,68.3,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.02068661971832,Medium,96.303
CUST04290,High_Mileage,Hyderabad,482,9899.15,20.53765560165975,41.697095435684645,161,0.3340248962655601,0.6659751037344399,0.3153526970954357,91.71072064230133,67.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,60.01099585062241,Medium,108.03099999999999
CUST00405,High_Mileage,Kolkata,469,18067.71,38.52390191897654,71.83582089552239,164,0.3496801705756929,0.6503198294243071,0.3134328358208955,89.57325234162938,65.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,60.00470682302772,Medium,107.748
CUST06145,High_Mileage,Bengaluru,461,14153.85,30.702494577006508,52.25596529284165,155,0.3362255965292842,0.6637744034707158,0.334056399132321,90.68586743940536,67.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.99027386117137,Medium,104.005
CUST04318,High_Mileage,Bengaluru,392,5913.67,15.085892857142856,34.785714285714285,140,0.3571428571428571,0.6428571428571428,0.3571428571428571,90.2533719479707,66.4,High Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.95821428571429,Medium,92.96000000000001
CUST02812,High_Mileage,Ahmedabad,441,9297.68,21.083174603174605,39.51020408163265,136,0.3083900226757369,0.691609977324263,0.3424036281179138,95.57994733744628,70.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.95560090702948,Medium,95.336
CUST07033,High_Mileage,Kochi,404,14040.93,34.754777227722776,70.4628712871287,134,0.3316831683168317,0.6683168316831682,0.3267326732673267,95.46609974683676,68.6,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.94607673267326,Medium,91.92399999999999
CUST02684,High_Mileage,Bengaluru,434,9180.06,21.15221198156682,46.394009216589865,136,0.3133640552995391,0.6866359447004609,0.347926267281106,94.77367437971276,69.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.93956221198157,Medium,94.792
CUST00926,High_Mileage,Mumbai,461,11513.38,24.974793926247287,64.43383947939263,159,0.3449023861171366,0.6550976138828634,0.3058568329718004,90.68265614685568,66.1,High Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.93734544468546,Medium,105.09899999999999
CUST04724,High_Mileage,Chennai,472,12557.34,26.604533898305085,58.48940677966102,155,0.3283898305084746,0.6716101694915254,0.3114406779661017,92.73293832702814,67.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.93559322033899,Medium,104.77999999999999
CUST05229,High_Mileage,Kolkata,493,16485.45,33.43904665314402,67.62474645030426,157,0.3184584178498986,0.6815415821501014,0.3164300202839756,93.02100276563084,68.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.92833671399595,Medium,107.231
CUST03782,High_Mileage,Ahmedabad,521,10825.15,20.777639155470247,42.37236084452975,163,0.3128598848368522,0.6871401151631478,0.3493282149712092,91.08788932689976,68.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.9256453934741,Medium,111.98100000000001
CUST01451,High_Mileage,Hyderabad,483,10159.58,21.034327122153208,38.33126293995859,160,0.3312629399585921,0.6687370600414079,0.3105590062111801,91.4342087050846,67.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.908017598343676,Medium,107.35999999999999
CUST07208,High_Mileage,Pune,390,14753.36,37.82912820512821,70.65641025641025,148,0.3794871794871794,0.6205128205128205,0.3333333333333333,88.08381809393265,64.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.906987179487174,Medium,94.86799999999998
CUST02347,High_Mileage,Ahmedabad,476,18960.15,39.83224789915967,55.89705882352941,158,0.3319327731092437,0.6680672268907564,0.3403361344537815,89.56861433420798,67.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.90356092436975,Medium,106.01799999999999
CUST03786,High_Mileage,Lucknow,556,12420.31,22.338687050359713,47.34892086330935,178,0.3201438848920863,0.6798561151079137,0.3255395683453237,91.00755172644352,67.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.89575539568345,Medium,120.68399999999998
CUST02539,High_Mileage,Bengaluru,484,14573.87,30.111301652892564,55.71900826446281,155,0.3202479338842975,0.6797520661157025,0.3243801652892562,91.95868164230848,68.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.8799173553719,Medium,105.55499999999999
CUST00516,High_Mileage,Jaipur,454,12119.4,26.694713656387663,57.308370044052865,146,0.3215859030837004,0.6784140969162995,0.3392070484581498,92.16336710267942,68.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.87968612334802,Medium,99.864
CUST04712,High_Mileage,Delhi NCR,485,20550.88,42.37294845360825,62.90721649484536,160,0.3298969072164948,0.6701030927835052,0.3216494845360825,90.512653199516,67.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.8746262886598,Medium,107.35999999999999
CUST04166,High_Mileage,Delhi NCR,548,12527.61,22.860602189781023,46.15875912408759,174,0.3175182481751825,0.6824817518248175,0.3102189781021898,92.28254792072578,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.860729927007306,Medium,118.32000000000001
CUST01010,High_Mileage,Kolkata,509,15884.07,31.206424361493124,68.15324165029469,154,0.3025540275049116,0.6974459724950883,0.343811394891945,92.93013902786154,69.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.85091110019647,Medium,107.184
CUST04467,High_Mileage,Pune,445,11790.74,26.496044943820223,59.79775280898876,140,0.3146067415730337,0.6853932584269663,0.3617977528089887,92.14471801450578,69.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.84051966292135,Medium,96.74
CUST01717,High_Mileage,Chennai,489,8114.79,16.594662576687117,37.333333333333336,159,0.3251533742331288,0.6748466257668712,0.3149284253578732,91.3199215959686,67.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.824884969325154,Medium,107.16600000000001
CUST03962,High_Mileage,Pune,498,17350.21,34.83977911646586,70.76706827309236,153,0.3072289156626506,0.6927710843373494,0.3232931726907631,93.25170503497928,69.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.81915662650603,Medium,105.723
CUST06761,High_Mileage,Jaipur,484,8427.13,17.41142561983471,41.94421487603306,161,0.3326446280991735,0.6673553719008265,0.2851239669421487,92.06725539224912,66.7,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.81578512396695,Medium,107.387
CUST07878,High_Mileage,Chandigarh,554,15332.66,27.676281588447655,44.81407942238267,168,0.3032490974729241,0.6967509025270758,0.3122743682310469,93.96323342799292,69.3,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.81496389891697,Medium,116.42399999999999
CUST07301,High_Mileage,Chandigarh,438,10896.99,24.87897260273973,42.50684931506849,142,0.3242009132420091,0.6757990867579908,0.3150684931506849,93.79008694628158,68.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.809286529680364,Medium,96.84400000000001
CUST03950,High_Mileage,Ahmedabad,423,9868.83,23.330567375886524,44.004728132387704,139,0.3286052009456264,0.6713947990543736,0.3475177304964539,91.72914849836766,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.780458037825056,Medium,94.52000000000001
CUST01068,High_Mileage,Delhi NCR,428,10335.9,24.14929906542056,46.074766355140184,153,0.3574766355140187,0.6425233644859814,0.2733644859813084,91.502671037946,65.0,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.77531542056075,Medium,99.45
CUST03450,High_Mileage,Hyderabad,529,6529.82,12.343705103969754,25.897920604914933,176,0.332703213610586,0.6672967863894139,0.3156899810964083,88.74631488593118,66.3,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.77187854442344,Medium,116.68799999999999
CUST02004,High_Mileage,Pune,438,13407.25,30.610159817351597,70.38127853881278,156,0.3561643835616438,0.6438356164383562,0.2945205479452055,89.38681754340611,64.9,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.767825342465756,Medium,101.244
CUST03646,High_Mileage,Lucknow,495,14273.41,28.83517171717172,53.46666666666667,157,0.3171717171717171,0.6828282828282828,0.2868686868686869,93.89481344283264,68.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.76311868686869,Medium,106.76
CUST04002,High_Mileage,Lucknow,510,13569.32,26.60650980392157,46.503921568627455,175,0.3431372549019608,0.6568627450980392,0.2627450980392157,90.54315437148298,65.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.75924019607843,Medium,114.275
CUST01656,High_Mileage,Bengaluru,407,12126.47,29.794766584766585,59.31695331695332,144,0.3538083538083538,0.6461916461916462,0.3513513513513513,88.14142849617723,65.8,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.738584152334155,Medium,94.75199999999998
CUST03276,High_Mileage,Ahmedabad,410,9866.93,24.06568292682927,41.71707317073171,140,0.3414634146341463,0.6585365853658536,0.3390243902439024,90.71498170648267,66.9,High Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.73603658536586,Medium,93.66000000000001
CUST07880,High_Mileage,Delhi NCR,456,10053.4,22.046929824561403,40.81359649122807,151,0.3311403508771929,0.668859649122807,0.3289473684210526,89.78119611805337,67.0,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.71561403508772,Medium,101.17
CUST07922,High_Mileage,Chennai,573,16868.97,29.43973821989529,66.4694589877836,180,0.3141361256544502,0.6858638743455497,0.3176265270506108,90.98217928768646,67.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.71544502617802,Medium,122.22000000000001
CUST07712,High_Mileage,Lucknow,451,11049.66,24.500354767184035,49.82261640798226,160,0.3547671840354767,0.6452328159645233,0.2926829268292683,88.6372414334587,64.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.711937361419075,Medium,103.52000000000001
CUST07146,High_Mileage,Chennai,550,16343.21,29.71492727272727,68.3,167,0.3036363636363636,0.6963636363636363,0.3327272727272727,91.89877094891544,69.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.707954545454555,Medium,115.22999999999999
CUST01907,High_Mileage,Chennai,401,9159.98,22.84284289276808,52.765586034912715,144,0.3591022443890274,0.6408977556109725,0.28428927680798,91.95312238312997,65.3,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.695339775561095,Medium,94.03200000000001
CUST05375,High_Mileage,Delhi NCR,435,16565.92,38.08257471264368,59.52413793103448,137,0.3149425287356321,0.6850574712643678,0.3586206896551724,91.44108152769904,68.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.69520114942529,Medium,94.393
CUST07508,High_Mileage,Bengaluru,495,18617.88,37.61187878787879,66.86060606060606,158,0.3191919191919192,0.6808080808080808,0.3111111111111111,90.97510301169716,67.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.683926767676766,Medium,106.80799999999999
CUST06557,High_Mileage,Ahmedabad,445,10220.06,22.966426966292133,44.99775280898877,144,0.3235955056179775,0.6764044943820224,0.3370786516853932,90.70137190804328,67.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.6800702247191,Medium,97.63199999999999
CUST02788,High_Mileage,Mumbai,425,11503.44,27.066917647058823,69.72235294117647,141,0.3317647058823529,0.668235294117647,0.3058823529411765,92.93893487031724,67.4,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.679338235294125,Medium,95.034
CUST02825,High_Mileage,Bengaluru,430,11598.79,26.973930232558143,54.93488372093023,143,0.3325581395348837,0.6674418604651162,0.2930232558139535,93.16065129743156,67.2,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.67607558139535,Medium,96.096
CUST00891,High_Mileage,Bengaluru,423,16239.56,38.391394799054375,65.56264775413712,150,0.3546099290780142,0.6453900709219857,0.3167848699763593,88.27934063610256,65.1,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.66064716312057,Medium,97.64999999999999
CUST03924,High_Mileage,Bengaluru,465,14181.19,30.49718279569893,59.46666666666667,143,0.3075268817204301,0.6924731182795698,0.3311827956989247,92.91772107230506,69.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.6598252688172,Medium,98.81299999999999
CUST00892,High_Mileage,Delhi NCR,407,16084.06,39.518574938574936,63.24078624078624,144,0.3538083538083538,0.6461916461916462,0.3144963144963145,90.16801343531732,65.6,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.65858415233415,Medium,94.46399999999998
CUST03115,High_Mileage,Hyderabad,437,9535.85,21.82116704805492,41.1350114416476,137,0.3135011441647597,0.6864988558352403,0.3638443935926773,90.87652294347268,68.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.65379576659039,Medium,94.393
CUST00846,High_Mileage,Chennai,426,14121.92,33.15004694835681,70.23239436619718,143,0.3356807511737089,0.664319248826291,0.3098591549295774,91.5586749245526,66.9,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.648480046948364,Medium,95.667
CUST01626,High_Mileage,Chandigarh,518,11194.78,21.611544401544403,39.2953667953668,160,0.3088803088803089,0.6911196911196911,0.3166023166023166,91.83775825067748,68.4,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.640212355212356,Medium,109.44000000000001
CUST00264,High_Mileage,Lucknow,424,11554.72,27.251698113207546,54.9622641509434,142,0.3349056603773584,0.6650943396226415,0.3419811320754717,89.84741236984259,67.0,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.63872641509434,Medium,95.14
CUST01027,High_Mileage,Pune,453,10468.92,23.11019867549669,52.85871964679912,142,0.3134657836644591,0.6865342163355408,0.3333333333333333,91.93457931342988,68.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.631131346578364,Medium,97.41199999999999
CUST03802,High_Mileage,Bengaluru,569,15940.38,28.014727592267135,55.260105448154654,173,0.3040421792618629,0.6959578207381371,0.2899824253075571,93.53193867305788,68.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.62668717047452,Medium,118.85100000000001
CUST02661,High_Mileage,Jaipur,438,14617.29,33.37280821917808,67.34931506849315,140,0.319634703196347,0.680365296803653,0.2990867579908676,93.97006006793896,68.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.62663812785388,Medium,95.48
CUST00748,High_Mileage,Chennai,490,13318.2,27.18,66.70204081632653,148,0.3020408163265306,0.6979591836734693,0.2959183673469387,94.71618974682062,69.2,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.62663265306123,Medium,102.41600000000001
CUST02047,High_Mileage,Mumbai,418,14203.98,33.98081339712918,79.67224880382776,137,0.3277511961722488,0.6722488038277512,0.3277511961722488,92.10566706179137,67.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.626297846889955,Medium,92.886
CUST06421,High_Mileage,Bengaluru,411,15378.5,37.41727493917275,66.56204379562044,135,0.3284671532846715,0.6715328467153285,0.3211678832116788,92.97477303887436,67.9,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.626186131386866,Medium,91.665
CUST02222,High_Mileage,Chennai,488,11430.68,23.423524590163936,64.0389344262295,150,0.3073770491803279,0.6926229508196722,0.3258196721311475,91.83743722555236,68.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.62508196721312,Medium,103.05000000000001
CUST07377,High_Mileage,Bengaluru,397,11620.39,29.27050377833753,57.16120906801007,131,0.3299748110831234,0.6700251889168766,0.3501259445843829,91.8947812713649,68.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.61524244332493,Medium,89.211
CUST01916,High_Mileage,Kochi,433,14876.41,34.35660508083141,69.78060046189377,147,0.3394919168591224,0.6605080831408776,0.3048498845265588,90.43096439788592,66.3,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.6121766743649,Medium,97.46099999999998
CUST05275,High_Mileage,Hyderabad,408,9144.95,22.414093137254905,43.71568627450981,135,0.3308823529411764,0.6691176470588236,0.3602941176470588,90.12756887120374,67.7,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.60154411764706,Medium,91.39500000000001
CUST07178,High_Mileage,Bengaluru,480,10582.06,22.04595833333333,48.20625,156,0.325,0.675,0.2833333333333333,91.8537695258327,67.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.599999999999994,Medium,104.52000000000001
CUST07375,High_Mileage,Bengaluru,338,8806.15,26.05369822485207,47.90828402366864,120,0.3550295857988165,0.6449704142011834,0.3757396449704142,90.52398041207512,66.9,High Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.599933431952664,Medium,80.28
CUST00432,High_Mileage,Hyderabad,420,14142.07,33.671595238095236,59.21666666666667,140,0.3333333333333333,0.6666666666666667,0.3285714285714285,90.74053337681693,67.1,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.590833333333336,Medium,93.93999999999998
CUST02767,High_Mileage,Mumbai,510,16912.32,33.16141176470588,82.28627450980392,156,0.3058823529411765,0.6941176470588235,0.3117647058823529,92.36075315119488,68.6,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.589044117647056,Medium,107.01599999999999
CUST01398,High_Mileage,Kolkata,546,17276.38,31.641721611721614,64.8882783882784,180,0.3296703296703296,0.6703296703296704,0.3113553113553113,87.74228074597784,66.1,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.584313186813176,Medium,118.97999999999999
CUST03321,High_Mileage,Delhi NCR,392,13296.42,33.9194387755102,54.734693877551024,123,0.3137755102040816,0.6862244897959184,0.3596938775510204,94.1592891691132,69.8,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.58352040816327,Medium,85.854
CUST05543,High_Mileage,Lucknow,421,13593.82,32.28935866983373,61.06413301662708,130,0.3087885985748218,0.6912114014251782,0.3657957244655582,91.94996475223203,69.5,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.580293942992874,Medium,90.35
CUST03171,High_Mileage,Mumbai,455,15689.52,34.48246153846154,86.1978021978022,151,0.3318681318681318,0.6681318681318682,0.3296703296703296,88.60154790099702,66.6,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.57722527472527,Medium,100.56599999999999
CUST03662,High_Mileage,Hyderabad,404,10850.02,26.856485148514853,46.8490099009901,146,0.3613861386138614,0.6386138613861386,0.3391089108910891,86.75595806668565,64.7,Moderate Flexibility,Moderate Peak Dependence,High,True,Low Priority,High_Mileage,True,59.574195544554456,Medium,94.462
CUST02546,High_Mileage,Chandigarh,456,12335.92,27.052456140350877,44.64912280701754,152,0.3333333333333333,0.6666666666666667,0.2850877192982456,91.13341769108546,66.4,High Flexibility,Moderate Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.56333333333333,Medium,100.92800000000001
CUST01866,High_Mileage,Mumbai,476,9581.06,20.128277310924368,57.92016806722689,151,0.3172268907563025,0.6827731092436975,0.3214285714285714,90.31478576297016,67.7,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.555325630252106,Medium,102.227
CUST04535,High_Mileage,Kolkata,435,14944.77,34.35579310344828,69.54712643678161,135,0.3103448275862069,0.6896551724137931,0.3218390804597701,93.46813106869836,69.0,High Flexibility,Low Peak Dependence,High,False,Not Eligible,High_Mileage,True,59.55129310344828,Medium,93.14999999999999
